arquivo,aba,valor_ultimo_na_linha,status
C3677483.xlsx,IR_CS_ANUAL,8.025.959.999.999.990,ok
C4438838.xlsx,IR_CS_ANUAL,9891.39,ok
C4611511.xlsx,IR_CS_ANUAL,17967.85,ok
C3766148.xlsx,IR_CS_ANUAL,7.075.739.000.000.000,ok
C3579429.xlsx,IR_CS_ANUAL,12924.85,ok
C4679447.xlsx,IR_CS_ANUAL,6429.93,ok
C4031978.xlsx,IR_CS_ANUAL,15728.65,ok
C4691867.xlsx,IR_CS_ANUAL,12868.41,ok
C4269913.xlsx,IR_CS_ANUAL,18364.45,ok
C4113573.xlsx,IR_CS_ANUAL,28842.09,ok
C4897449.xlsx,IR_CS_ANUAL,10090.15,ok
C4605180.xlsx,IR_CS_ANUAL,34273.96,ok
C3612337.xlsx,IR_CS_ANUAL,190123.09,ok
C5074206.xlsx,IR_CS_ANUAL,249276.42,ok
C4952970.xlsx,IR_CS_ANUAL,45022.26,ok
C4670305.xlsx,IR_CS_ANUAL,13843.75,ok
C4017465.xlsx,IR_CS_ANUAL,17772.75,ok
C4217915.xlsx,IR_CS_ANUAL,15339.8,ok
C3614384.xlsx,IR_CS_ANUAL,17952.27,ok
C4463729.xlsx,IR_CS_ANUAL,1.358.110.000.000.000,ok
C5012348.xlsx,IR_CS_ANUAL,34632.66,ok
C4608178.xlsx,IR_CS_ANUAL,26870.85,ok
C4030825.xlsx,IR_CS_ANUAL,15252.11,ok
C3895910.xlsx,IR_CS_ANUAL,9490.52,ok
C3715282.xlsx,IR_CS_ANUAL,17550.41,ok
C4855952.xlsx,IR_CS_ANUAL,15169.95,ok
C4313734.xlsx,IR_CS_ANUAL,14511.53,ok
C3678204.xlsx,IR_CS_ANUAL,3588.3,ok
C4099262.xlsx,IR_CS_ANUAL,22175.25,ok
C4564310.xlsx,IR_CS_ANUAL,23368.06,ok
C4285043.xlsx,IR_CS_ANUAL,2116.96,ok
C3564961.xlsx,IR_CS_ANUAL,17760.95,ok
C3840629.xlsx,IR_CS_ANUAL,2328.33,ok
C4218916.xlsx,IR_CS_ANUAL,14220.24,ok
C4972836.xlsx,IR_CS_ANUAL,25349.74,ok
C4137898.xlsx,IR_CS_ANUAL,7276.64,ok
C4654986.xlsx,IR_CS_ANUAL,38897.33,ok
C4922852.xlsx,IR_CS_ANUAL,24792.33,ok
C4373091.xlsx,IR_CS_ANUAL,16144.36,ok
C4412476.xlsx,IR_CS_ANUAL,12686.39,ok
C3874561.xlsx,IR_CS_ANUAL,40860,ok
C4528021.xlsx,IR_CS_ANUAL,9293.79,ok
C4234044.xlsx,IR_CS_ANUAL,21461.1,ok
C4609665.xlsx,IR_CS_ANUAL,51089.16,ok
C3876452.xlsx,IR_CS_ANUAL,2616.99,ok
C3569312.xlsx,IR_CS_ANUAL,5009.23,ok
C4565702.xlsx,IR_CS_ANUAL,13630.32,ok
C4255463.xlsx,IR_CS_ANUAL,16071.75,ok
C3971494.xlsx,IR_CS_ANUAL,27778,ok
C4560690.xlsx,IR_CS_ANUAL,31820.65,ok
C3642005.xlsx,IR_CS_ANUAL,10833.61,ok
C4340296.xlsx,IR_CS_ANUAL,8701.71,ok
C4918218.xlsx,IR_CS_ANUAL,16909.75,ok
C4947827.xlsx,IR_CS_ANUAL,3.292.332.999.999.990,ok
C4433181.xlsx,IR_CS_ANUAL,21121.16,ok
C3814494.xlsx,IR_CS_ANUAL,26303.59,ok
C4517531.xlsx,IR_CS_ANUAL,-3466.68,ok
C3802701.xlsx,IR_CS_ANUAL,66660.08,ok
C4679235.xlsx,IR_CS_ANUAL,38016.88,ok
C3715744.xlsx,IR_CS_ANUAL,41119.03,ok
C4375444.xlsx,IR_CS_ANUAL,9811.26,ok
C4552765.xlsx,IR_CS_ANUAL,14098.16,ok
C3576939.xlsx,IR_CS_ANUAL,7.376.560.000.000.000,ok
C3976036.xlsx,IR_CS_ANUAL,-335.65,ok
C3806818.xlsx,IR_CS_ANUAL,21419.98,ok
C4526779.xlsx,IR_CS_ANUAL,13362.91,ok
C4596334.xlsx,IR_CS_ANUAL,3.172.630.000.000.000,ok
C4543302.xlsx,IR_CS_ANUAL,20565.46,ok
C4694023.xlsx,IR_CS_ANUAL,3.439.500.000.000.000,ok
C4850451.xlsx,IR_CS_ANUAL,13784.76,ok
C4661221.xlsx,IR_CS_ANUAL,14892.58,ok
C3613623.xlsx,IR_CS_ANUAL,26480.43,ok
C4444564.xlsx,IR_CS_ANUAL,17240.83,ok
C5004378.xlsx,IR_CS_ANUAL,35659.55,ok
C4933474.xlsx,IR_CS_ANUAL,-7.893.240.000.000.000,ok
C4591257.xlsx,IR_CS_ANUAL,5.889.369.999.999.990,ok
C4432756.xlsx,IR_CS_ANUAL,9514.3,ok
C3876946.xlsx,IR_CS_ANUAL,6795.07,ok
C5009863.xlsx,IR_CS_ANUAL,31889.98,ok
C3970543.xlsx,IR_CS_ANUAL,15359.28,ok
C3750471.xlsx,IR_CS_ANUAL,13267.78,ok
C4346282.xlsx,IR_CS_ANUAL,11876.8,ok
C4816120.xlsx,IR_CS_ANUAL,23456.73,ok
C4564169.xlsx,IR_CS_ANUAL,25931.67,ok
C4674722.xlsx,IR_CS_ANUAL,23448.86,ok
C4653165.xlsx,IR_CS_ANUAL,17353.33,ok
C3756678.xlsx,IR_CS_ANUAL,19245.05,ok
C5007002.xlsx,IR_CS_ANUAL,19492.54,ok
C4575657.xlsx,IR_CS_ANUAL,-2750.01,ok
C3562019.xlsx,IR_CS_ANUAL,3.825.559.999.999.990,ok
C4116343.xlsx,IR_CS_ANUAL,21957.67,ok
C4891613.xlsx,IR_CS_ANUAL,35074.24,ok
C4268104.xlsx,IR_CS_ANUAL,25807.91,ok
C4421260.xlsx,IR_CS_ANUAL,13861.9,ok
C4692361.xlsx,IR_CS_ANUAL,19182.91,ok
C4686817.xlsx,IR_CS_ANUAL,17935.39,ok
C4204258.xlsx,IR_CS_ANUAL,14321.76,ok
C4529248.xlsx,IR_CS_ANUAL,46117.15,ok
C3802985.xlsx,IR_CS_ANUAL,64870.47,ok
C5070720.xlsx,IR_CS_ANUAL,-710556.98,ok
C3769226.xlsx,IR_CS_ANUAL,30431.58,ok
C5015799.xlsx,IR_CS_ANUAL,-9636.3,ok
C4822135.xlsx,IR_CS_ANUAL,20455.69,ok
C4460334.xlsx,IR_CS_ANUAL,14590.79,ok
C4688844.xlsx,IR_CS_ANUAL,37330.57,ok
C3890028.xlsx,IR_CS_ANUAL,4.642.403.999.999.990,ok
C4627728.xlsx,IR_CS_ANUAL,24313.39,ok
C3906437.xlsx,IR_CS_ANUAL,17072.07,ok
C4595641.xlsx,IR_CS_ANUAL,11155.19,ok
C4539731.xlsx,IR_CS_ANUAL,32751.37,ok
C4674932.xlsx,IR_CS_ANUAL,18508.3,ok
C4674424.xlsx,IR_CS_ANUAL,9098.22,ok
C4478792.xlsx,IR_CS_ANUAL,-8167.5,ok
C5011375.xlsx,IR_CS_ANUAL,8421.9,ok
C3841112.xlsx,IR_CS_ANUAL,21493.51,ok
C4639686.xlsx,IR_CS_ANUAL,23699.07,ok
C4348807.xlsx,IR_CS_ANUAL,13543.76,ok
C4147143.xlsx,IR_CS_ANUAL,514.25,ok
C4575682.xlsx,IR_CS_ANUAL,42619.14,ok
C3807755.xlsx,IR_CS_ANUAL,7675.92,ok
C4518482.xlsx,IR_CS_ANUAL,19353.43,ok
C5017366.xlsx,IR_CS_ANUAL,24215.84,ok
C5006508.xlsx,IR_CS_ANUAL,22061.79,ok
C3992898.xlsx,IR_CS_ANUAL,13542.07,ok
C4803485.xlsx,IR_CS_ANUAL,1.486.189.999.999.990,ok
C4565611.xlsx,IR_CS_ANUAL,33010.84,ok
C4333983.xlsx,IR_CS_ANUAL,25450.04,ok
C4017209.xlsx,IR_CS_ANUAL,5.260.459.999.999.990,ok
C4548969.xlsx,IR_CS_ANUAL,22729.1,ok
C4544836.xlsx,IR_CS_ANUAL,16625.36,ok
C4486687.xlsx,IR_CS_ANUAL,36421.28,ok
C3990554.xlsx,IR_CS_ANUAL,13903.55,ok
C3871831.xlsx,IR_CS_ANUAL,5990.73,ok
C4060696.xlsx,IR_CS_ANUAL,16096.14,ok
C4605318.xlsx,IR_CS_ANUAL,21569.11,ok
C5008583.xlsx,IR_CS_ANUAL,20146.24,ok
C3615770.xlsx,IR_CS_ANUAL,34414.47,ok
C4348089.xlsx,IR_CS_ANUAL,7.124.139.999.999.990,ok
C3980073.xlsx,IR_CS_ANUAL,14955.44,ok
C4647454.xlsx,IR_CS_ANUAL,26977.86,ok
C4665429.xlsx,IR_CS_ANUAL,27184.73,ok
C4589151.xlsx,IR_CS_ANUAL,16600.64,ok
C3729937.xlsx,IR_CS_ANUAL,3331.29,ok
C3826889.xlsx,IR_CS_ANUAL,14178.34,ok
C5023735.xlsx,IR_CS_ANUAL,24408.38,ok
C3576652.xlsx,IR_CS_ANUAL,13891.56,ok
C4437602.xlsx,IR_CS_ANUAL,22110.93,ok
C4169457.xlsx,IR_CS_ANUAL,76289.2,ok
C4617430.xlsx,IR_CS_ANUAL,4.821.470.000.000.000,ok
C3937548.xlsx,IR_CS_ANUAL,14644.03,ok
C4557442.xlsx,IR_CS_ANUAL,13131.54,ok
C4971308.xlsx,IR_CS_ANUAL,18834.45,ok
C3828740.xlsx,IR_CS_ANUAL,2.513.810.000.000.000,ok
C4637468.xlsx,IR_CS_ANUAL,29216.45,ok
C4318300.xlsx,IR_CS_ANUAL,26039.63,ok
C4323289.xlsx,IR_CS_ANUAL,6086.69,ok
C4841355.xlsx,IR_CS_ANUAL,20300.34,ok
C3760634.xlsx,IR_CS_ANUAL,15833.97,ok
C4677794.xlsx,IR_CS_ANUAL,77841.99,ok
C5060501.xlsx,IR_CS_ANUAL,848128.14,ok
C4555544.xlsx,IR_CS_ANUAL,7.329.689.999.999.990,ok
C4627843.xlsx,IR_CS_ANUAL,4974.91,ok
C4458044.xlsx,IR_CS_ANUAL,14808.66,ok
C4858422.xlsx,IR_CS_ANUAL,7904.57,ok
C4679171.xlsx,IR_CS_ANUAL,33569.45,ok
C5007144.xlsx,IR_CS_ANUAL,11757.03,ok
C4400136.xlsx,IR_CS_ANUAL,8227,ok
C4693591.xlsx,IR_CS_ANUAL,21291.72,ok
C4490855.xlsx,IR_CS_ANUAL,4573.84,ok
C3926608.xlsx,IR_CS_ANUAL,14710.69,ok
C4605530.xlsx,IR_CS_ANUAL,24456.21,ok
C4580149.xlsx,IR_CS_ANUAL,6464.8,ok
C4493253.xlsx,IR_CS_ANUAL,9622.54,ok
C3673228.xlsx,IR_CS_ANUAL,15702.29,ok
C4571920.xlsx,IR_CS_ANUAL,170334.56,ok
C3598080.xlsx,IR_CS_ANUAL,15526.26,ok
C3682286.xlsx,IR_CS_ANUAL,13417.24,ok
C4587248.xlsx,IR_CS_ANUAL,3.104.250.999.999.990,ok
C4251556.xlsx,IR_CS_ANUAL,20144.78,ok
C4534248.xlsx,IR_CS_ANUAL,4.616.310.000.000.000,ok
C4740688.xlsx,IR_CS_ANUAL,4.072.220.000.000.000,ok
C4661367.xlsx,IR_CS_ANUAL,131559.92,ok
C4518275.xlsx,IR_CS_ANUAL,26678.83,ok
C4803484.xlsx,IR_CS_ANUAL,20583.8,ok
C4610861.xlsx,IR_CS_ANUAL,-6271.92,ok
C4381003.xlsx,IR_CS_ANUAL,18529.75,ok
C4570314.xlsx,IR_CS_ANUAL,-912.51,ok
C4478086.xlsx,IR_CS_ANUAL,8.829.699.999.999.990,ok
C4334892.xlsx,IR_CS_ANUAL,22227.47,ok
C4889590.xlsx,IR_CS_ANUAL,12438.6,ok
C3745448.xlsx,IR_CS_ANUAL,59025.36,ok
C4496434.xlsx,IR_CS_ANUAL,7706.03,ok
C3635943.xlsx,IR_CS_ANUAL,8801.94,ok
C4624594.xlsx,IR_CS_ANUAL,19061.21,ok
C4344162.xlsx,IR_CS_ANUAL,14767.06,ok
C4030298.xlsx,IR_CS_ANUAL,16290.69,ok
C4249244.xlsx,IR_CS_ANUAL,18725.28,ok
C4153511.xlsx,IR_CS_ANUAL,4.339.330.000.000.000,ok
C4276108.xlsx,IR_CS_ANUAL,21289.99,ok
C4171427.xlsx,IR_CS_ANUAL,13439.29,ok
C4501808.xlsx,IR_CS_ANUAL,24971.21,ok
C4653220.xlsx,IR_CS_ANUAL,96033.89,ok
C4435710.xlsx,IR_CS_ANUAL,29434.52,ok
C4591290.xlsx,IR_CS_ANUAL,23504.2,ok
C4472859.xlsx,IR_CS_ANUAL,14144.21,ok
C4450961.xlsx,IR_CS_ANUAL,25690.82,ok
C4472811.xlsx,IR_CS_ANUAL,26778.6,ok
C3920396.xlsx,IR_CS_ANUAL,15038.15,ok
C4805967.xlsx,IR_CS_ANUAL,16695.93,ok
C4550686.xlsx,IR_CS_ANUAL,30778.15,ok
C4478177.xlsx,IR_CS_ANUAL,40912.48,ok
C4471214.xlsx,IR_CS_ANUAL,16915.25,ok
C4586870.xlsx,IR_CS_ANUAL,12310.35,ok
C4343562.xlsx,IR_CS_ANUAL,-15525.62,ok
C4220843.xlsx,IR_CS_ANUAL,12549.56,ok
C4143962.xlsx,IR_CS_ANUAL,12476.7,ok
C4631849.xlsx,IR_CS_ANUAL,13845.16,ok
C4661782.xlsx,IR_CS_ANUAL,-1710,ok
C4694850.xlsx,IR_CS_ANUAL,2.574.790.000.000.000,ok
C4231420.xlsx,IR_CS_ANUAL,22599.7,ok
C4908136.xlsx,IR_CS_ANUAL,18386.62,ok
C4041294.xlsx,IR_CS_ANUAL,14468.41,ok
C4503117.xlsx,IR_CS_ANUAL,12566.59,ok
C4326626.xlsx,IR_CS_ANUAL,19874.9,ok
C4552013.xlsx,IR_CS_ANUAL,142972.22,ok
C4401343.xlsx,IR_CS_ANUAL,14072.85,ok
C4114171.xlsx,IR_CS_ANUAL,20334.76,ok
C4677740.xlsx,IR_CS_ANUAL,16705.84,ok
C4673881.xlsx,IR_CS_ANUAL,23002.28,ok
C4557803.xlsx,IR_CS_ANUAL,3.343.719.999.999.990,ok
C4515974.xlsx,IR_CS_ANUAL,26696.95,ok
C4612877.xlsx,IR_CS_ANUAL,5.317.310.000.000.000,ok
C4464962.xlsx,IR_CS_ANUAL,14570.4,ok
C5016168.xlsx,IR_CS_ANUAL,7766.08,ok
C4695001.xlsx,IR_CS_ANUAL,32129.49,ok
C4228707.xlsx,IR_CS_ANUAL,27620.91,ok
C3753981.xlsx,IR_CS_ANUAL,21832.52,ok
C3909798.xlsx,IR_CS_ANUAL,13236.12,ok
C4521842.xlsx,IR_CS_ANUAL,14790.76,ok
C4357554.xlsx,IR_CS_ANUAL,15665.9,ok
C4512601.xlsx,IR_CS_ANUAL,17185.2,ok
C4070423.xlsx,IR_CS_ANUAL,12668.35,ok
C4252247.xlsx,IR_CS_ANUAL,14078.96,ok
C4460288.xlsx,IR_CS_ANUAL,4.629.209.999.999.990,ok
C3984935.xlsx,IR_CS_ANUAL,11443.13,ok
C3987070.xlsx,IR_CS_ANUAL,16537.01,ok
C4564506.xlsx,IR_CS_ANUAL,27517.67,ok
C4041037.xlsx,IR_CS_ANUAL,13017.56,ok
C4515220.xlsx,IR_CS_ANUAL,47320.71,ok
C4403612.xlsx,IR_CS_ANUAL,22563.17,ok
C4192511.xlsx,IR_CS_ANUAL,20540.73,ok
C3723723.xlsx,IR_CS_ANUAL,23907.59,ok
C3862744.xlsx,IR_CS_ANUAL,32885.34,ok
C4908942.xlsx,IR_CS_ANUAL,18671.66,ok
C3820995.xlsx,IR_CS_ANUAL,29428.38,ok
C4954941.xlsx,IR_CS_ANUAL,8336.4,ok
C4082434.xlsx,IR_CS_ANUAL,7059.31,ok
C4885002.xlsx,IR_CS_ANUAL,14406.55,ok
C3875462.xlsx,IR_CS_ANUAL,12255.32,ok
C4502361.xlsx,IR_CS_ANUAL,9815.05,ok
C3641966.xlsx,IR_CS_ANUAL,14327.9,ok
C4215189.xlsx,IR_CS_ANUAL,32832.66,ok
C4664098.xlsx,IR_CS_ANUAL,30328.54,ok
C4768243.xlsx,IR_CS_ANUAL,2.863.280.000.000.000,ok
C3805644.xlsx,IR_CS_ANUAL,22071.67,ok
C4071544.xlsx,IR_CS_ANUAL,12028.91,ok
C4591641.xlsx,IR_CS_ANUAL,13949.72,ok
C3958184.xlsx,IR_CS_ANUAL,22199.08,ok
C4184607.xlsx,IR_CS_ANUAL,3.110.139.999.999.990,ok
C4008318.xlsx,IR_CS_ANUAL,9643.11,ok
C3922333.xlsx,IR_CS_ANUAL,9945.9,ok
C3801293.xlsx,IR_CS_ANUAL,16896.35,ok
C4847911.xlsx,IR_CS_ANUAL,10899.81,ok
C4596367.xlsx,IR_CS_ANUAL,25451.38,ok
C4157399.xlsx,IR_CS_ANUAL,13538.79,ok
C4220571.xlsx,IR_CS_ANUAL,24896.26,ok
C4480144.xlsx,IR_CS_ANUAL,10526.66,ok
C4657179.xlsx,IR_CS_ANUAL,24140.97,ok
C3669253.xlsx,IR_CS_ANUAL,11574.69,ok
C3619220.xlsx,IR_CS_ANUAL,36501.52,ok
C4904578.xlsx,IR_CS_ANUAL,12006.91,ok
C3805855.xlsx,IR_CS_ANUAL,28928.18,ok
C4667019.xlsx,IR_CS_ANUAL,25367.67,ok
C4387527.xlsx,IR_CS_ANUAL,16531.79,ok
C4489776.xlsx,IR_CS_ANUAL,14141.75,ok
C4238767.xlsx,IR_CS_ANUAL,26496.59,ok
C4141749.xlsx,IR_CS_ANUAL,6.699.299.999.999.990,ok
C4641558.xlsx,IR_CS_ANUAL,25485.98,ok
C5029612.xlsx,IR_CS_ANUAL,-9.333.100.000.000.000,ok
C4177749.xlsx,IR_CS_ANUAL,10513.36,ok
C4218232.xlsx,IR_CS_ANUAL,2317.66,ok
C5039757.xlsx,IR_CS_ANUAL,11009.77,ok
C3640691.xlsx,IR_CS_ANUAL,18583.35,ok
C4427826.xlsx,IR_CS_ANUAL,12985.53,ok
C4050729.xlsx,IR_CS_ANUAL,19781.51,ok
C4230424.xlsx,IR_CS_ANUAL,17973.62,ok
C3679548.xlsx,IR_CS_ANUAL,26033.23,ok
C4430752.xlsx,IR_CS_ANUAL,21756.93,ok
C5043715.xlsx,IR_CS_ANUAL,3.284.775.699.999.990,ok
C4860646.xlsx,IR_CS_ANUAL,10544.92,ok
C3834939.xlsx,IR_CS_ANUAL,17664.8,ok
C4453665.xlsx,IR_CS_ANUAL,6.394.630.000.000.000,ok
C4154906.xlsx,IR_CS_ANUAL,9919.97,ok
C4484705.xlsx,IR_CS_ANUAL,34900.73,ok
C4548770.xlsx,IR_CS_ANUAL,23569.63,ok
C4603194.xlsx,IR_CS_ANUAL,31578.37,ok
C4495943.xlsx,IR_CS_ANUAL,14625.2,ok
C4831030.xlsx,IR_CS_ANUAL,4.858.889.999.999.990,ok
C3694696.xlsx,IR_CS_ANUAL,10952.89,ok
C4147887.xlsx,IR_CS_ANUAL,12071,ok
C4695003.xlsx,IR_CS_ANUAL,39821.44,ok
C5010876.xlsx,IR_CS_ANUAL,29751.05,ok
C4240626.xlsx,IR_CS_ANUAL,2.844.849.999.999.990,ok
C4486916.xlsx,IR_CS_ANUAL,10449.76,ok
C4120011.xlsx,IR_CS_ANUAL,22916.74,ok
C4378885.xlsx,IR_CS_ANUAL,8153.33,ok
C4073099.xlsx,IR_CS_ANUAL,20055.92,ok
C3935360.xlsx,IR_CS_ANUAL,97261.01,ok
C4143293.xlsx,IR_CS_ANUAL,16042.24,ok
C4018370.xlsx,IR_CS_ANUAL,11176.02,ok
C4007251.xlsx,IR_CS_ANUAL,7747.52,ok
C4445768.xlsx,IR_CS_ANUAL,22953.8,ok
C3769612.xlsx,IR_CS_ANUAL,9.972.799.999.999.980,ok
C3863602.xlsx,IR_CS_ANUAL,2.981.119.999.999.990,ok
C4386655.xlsx,IR_CS_ANUAL,13432.36,ok
C4614314.xlsx,IR_CS_ANUAL,16008.38,ok
C4390529.xlsx,IR_CS_ANUAL,15865.07,ok
C4472334.xlsx,IR_CS_ANUAL,13018.61,ok
C5008015.xlsx,IR_CS_ANUAL,17196.18,ok
C5221244.xlsx,IR_CS_ANUAL,-98223.95,ok
C4367990.xlsx,IR_CS_ANUAL,13684.12,ok
C5222692.xlsx,IR_CS_ANUAL,811527.3,ok
C4591632.xlsx,IR_CS_ANUAL,20760.13,ok
C4349271.xlsx,IR_CS_ANUAL,22538.39,ok
C4756361.xlsx,IR_CS_ANUAL,5517.77,ok
C4104391.xlsx,IR_CS_ANUAL,4.368.099.999.999.990,ok
C4636171.xlsx,IR_CS_ANUAL,12551.01,ok
C3771722.xlsx,IR_CS_ANUAL,16345.15,ok
C4253700.xlsx,IR_CS_ANUAL,8473.94,ok
C5002505.xlsx,IR_CS_ANUAL,16012.53,ok
C3581273.xlsx,IR_CS_ANUAL,13581.84,ok
C4905868.xlsx,IR_CS_ANUAL,22741.23,ok
C4185640.xlsx,IR_CS_ANUAL,5.696.800.000.000.000,ok
C4342227.xlsx,IR_CS_ANUAL,22513.97,ok
C4893121.xlsx,IR_CS_ANUAL,19070.6,ok
C4558535.xlsx,IR_CS_ANUAL,26547.01,ok
C4694195.xlsx,IR_CS_ANUAL,20480.07,ok
C4636243.xlsx,IR_CS_ANUAL,24884.19,ok
C3667862.xlsx,IR_CS_ANUAL,10993.86,ok
C4563174.xlsx,IR_CS_ANUAL,20917.35,ok
C3613198.xlsx,IR_CS_ANUAL,5665.89,ok
C4644498.xlsx,IR_CS_ANUAL,24345.48,ok
C4301651.xlsx,IR_CS_ANUAL,13055.64,ok
C3944436.xlsx,IR_CS_ANUAL,4424.01,ok
C3666163.xlsx,IR_CS_ANUAL,37149.96,ok
C4611418.xlsx,IR_CS_ANUAL,11625.92,ok
C3831969.xlsx,IR_CS_ANUAL,6674.73,ok
C4514522.xlsx,IR_CS_ANUAL,9015.82,ok
C3815576.xlsx,IR_CS_ANUAL,21595.8,ok
C4681509.xlsx,IR_CS_ANUAL,16450.41,ok
C4266673.xlsx,IR_CS_ANUAL,9687.2,ok
C4457156.xlsx,IR_CS_ANUAL,8491.12,ok
C4462292.xlsx,IR_CS_ANUAL,13146.97,ok
C3763441.xlsx,IR_CS_ANUAL,15758.45,ok
C4406482.xlsx,IR_CS_ANUAL,17627.46,ok
C3572307.xlsx,IR_CS_ANUAL,4716.1,ok
C4907075.xlsx,IR_CS_ANUAL,13544.22,ok
C4266006.xlsx,IR_CS_ANUAL,2.358.419.999.999.990,ok
C4407683.xlsx,IR_CS_ANUAL,24458.76,ok
C4527908.xlsx,IR_CS_ANUAL,21064.89,ok
C4425089.xlsx,IR_CS_ANUAL,10841.49,ok
C4521576.xlsx,IR_CS_ANUAL,31346.3,ok
C4857223.xlsx,IR_CS_ANUAL,10919.61,ok
C4539268.xlsx,IR_CS_ANUAL,10945.88,ok
C4853562.xlsx,IR_CS_ANUAL,40181.65,ok
C3733679.xlsx,IR_CS_ANUAL,25479.97,ok
C5062550.xlsx,IR_CS_ANUAL,36858.92,ok
C4512158.xlsx,IR_CS_ANUAL,10763.21,ok
C4120803.xlsx,IR_CS_ANUAL,38914.05,ok
C4622292.xlsx,IR_CS_ANUAL,19772,ok
C4263368.xlsx,IR_CS_ANUAL,8125.4,ok
C4637984.xlsx,IR_CS_ANUAL,6951.57,ok
C4597720.xlsx,IR_CS_ANUAL,22841.59,ok
C4591812.xlsx,IR_CS_ANUAL,18318.62,ok
C4620229.xlsx,IR_CS_ANUAL,40856.4,ok
C4530455.xlsx,IR_CS_ANUAL,28883.44,ok
C5000914.xlsx,IR_CS_ANUAL,1328.16,ok
C4217232.xlsx,IR_CS_ANUAL,1377.52,ok
C3976982.xlsx,IR_CS_ANUAL,23130.55,ok
C4556863.xlsx,IR_CS_ANUAL,19043.25,ok
C3810824.xlsx,IR_CS_ANUAL,8517.83,ok
C4205279.xlsx,IR_CS_ANUAL,15865.3,ok
C4107544.xlsx,IR_CS_ANUAL,13593.69,ok
C4532897.xlsx,IR_CS_ANUAL,-1170.6,ok
C3727114.xlsx,IR_CS_ANUAL,13948.4,ok
C5025651.xlsx,IR_CS_ANUAL,29181.02,ok
C3878728.xlsx,IR_CS_ANUAL,34269.48,ok
C5014247.xlsx,IR_CS_ANUAL,26818.69,ok
C4308903.xlsx,IR_CS_ANUAL,17229.51,ok
C4802115.xlsx,IR_CS_ANUAL,31075.57,ok
C3936741.xlsx,IR_CS_ANUAL,9554.14,ok
C3982439.xlsx,IR_CS_ANUAL,21577.48,ok
C4590057.xlsx,IR_CS_ANUAL,12919.9,ok
C4232620.xlsx,IR_CS_ANUAL,18467.45,ok
C4384215.xlsx,IR_CS_ANUAL,21824.21,ok
C4399033.xlsx,IR_CS_ANUAL,1.803.120.999.999.990,ok
C5002148.xlsx,IR_CS_ANUAL,-13750,ok
C4066039.xlsx,IR_CS_ANUAL,100920.24,ok
C4656533.xlsx,IR_CS_ANUAL,23243.33,ok
C3883658.xlsx,IR_CS_ANUAL,12255.11,ok
C4267244.xlsx,IR_CS_ANUAL,14159.97,ok
C3593984.xlsx,IR_CS_ANUAL,2028.02,ok
C4063056.xlsx,IR_CS_ANUAL,12885.14,ok
C3797671.xlsx,IR_CS_ANUAL,18669.17,ok
C5009724.xlsx,IR_CS_ANUAL,24258.45,ok
C4285263.xlsx,IR_CS_ANUAL,9.890.200.000.000.000,ok
C3719591.xlsx,IR_CS_ANUAL,13707.96,ok
C4337040.xlsx,IR_CS_ANUAL,10436.42,ok
C3906069.xlsx,IR_CS_ANUAL,50448,ok
C4474585.xlsx,IR_CS_ANUAL,9199.66,ok
C3564364.xlsx,IR_CS_ANUAL,7642.71,ok
C4846509.xlsx,IR_CS_ANUAL,24587.98,ok
C4903024.xlsx,IR_CS_ANUAL,30195.35,ok
C4454065.xlsx,IR_CS_ANUAL,24757.26,ok
C4883751.xlsx,IR_CS_ANUAL,7270.58,ok
C4371570.xlsx,IR_CS_ANUAL,21733.85,ok
C4123100.xlsx,IR_CS_ANUAL,14724.71,ok
C4032185.xlsx,IR_CS_ANUAL,15038.43,ok
C4597006.xlsx,IR_CS_ANUAL,10447.76,ok
C3937592.xlsx,IR_CS_ANUAL,12023.6,ok
C4590327.xlsx,IR_CS_ANUAL,16071.8,ok
C3944528.xlsx,IR_CS_ANUAL,19815.94,ok
C4121964.xlsx,IR_CS_ANUAL,10834.27,ok
C4710027.xlsx,IR_CS_ANUAL,3.445.910.000.000.000,ok
C4089756.xlsx,IR_CS_ANUAL,23464.69,ok
C3860983.xlsx,IR_CS_ANUAL,6573.42,ok
C4708293.xlsx,IR_CS_ANUAL,36899.84,ok
C4579540.xlsx,IR_CS_ANUAL,9.404.863.999.999.990,ok
C3725849.xlsx,IR_CS_ANUAL,13193.56,ok
C4321172.xlsx,IR_CS_ANUAL,41428.03,ok
C4616634.xlsx,IR_CS_ANUAL,20775.72,ok
C4676629.xlsx,IR_CS_ANUAL,35461.94,ok
C4465272.xlsx,IR_CS_ANUAL,18840.12,ok
C4605712.xlsx,IR_CS_ANUAL,30023.53,ok
C4292242.xlsx,IR_CS_ANUAL,9909.24,ok
C3590286.xlsx,IR_CS_ANUAL,20379.2,ok
C4478114.xlsx,IR_CS_ANUAL,16052.42,ok
C4519291.xlsx,IR_CS_ANUAL,24397.4,ok
C4461281.xlsx,IR_CS_ANUAL,20470.33,ok
C4378204.xlsx,IR_CS_ANUAL,20598.59,ok
C4542864.xlsx,IR_CS_ANUAL,33332.81,ok
C3887965.xlsx,IR_CS_ANUAL,14058.67,ok
C4555404.xlsx,IR_CS_ANUAL,19709.71,ok
C5000497.xlsx,IR_CS_ANUAL,50981.8,ok
C4119218.xlsx,IR_CS_ANUAL,30576.79,ok
C4607660.xlsx,IR_CS_ANUAL,38365.08,ok
