arquivo,aba,valor_ultimo_na_linha,status
C3659049.xlsx,IR_CS_ANUAL,51521,ok
C4651483.xlsx,IR_CS_ANUAL,12748.2,ok
C3577512.xlsx,IR_CS_ANUAL,12663.06,ok
C4204210.xlsx,IR_CS_ANUAL,13363.35,ok
C4390842.xlsx,IR_CS_ANUAL,9275.73,ok
C4665887.xlsx,IR_CS_ANUAL,25366.98,ok
C4553293.xlsx,IR_CS_ANUAL,34765.27,ok
C4219068.xlsx,IR_CS_ANUAL,16961.57,ok
C4178609.xlsx,IR_CS_ANUAL,11559.7,ok
C4953649.xlsx,IR_CS_ANUAL,19770.42,ok
C4693856.xlsx,IR_CS_ANUAL,4.490.880.000.000.000,ok
C4916730.xlsx,IR_CS_ANUAL,18774.66,ok
C4517600.xlsx,IR_CS_ANUAL,41383.7,ok
C4678364.xlsx,IR_CS_ANUAL,21609.95,ok
C4435315.xlsx,IR_CS_ANUAL,17484.81,ok
C4532516.xlsx,IR_CS_ANUAL,30784.8,ok
C4811252.xlsx,IR_CS_ANUAL,14157.69,ok
C3957982.xlsx,IR_CS_ANUAL,8484.4,ok
C3715322.xlsx,IR_CS_ANUAL,31924.4,ok
C4606826.xlsx,IR_CS_ANUAL,24317.55,ok
C4416541.xlsx,IR_CS_ANUAL,7.228.639.999.999.990,ok
C4433072.xlsx,IR_CS_ANUAL,15095.22,ok
C4445871.xlsx,IR_CS_ANUAL,22070.37,ok
C3916529.xlsx,IR_CS_ANUAL,6556.78,ok
C4364364.xlsx,IR_CS_ANUAL,35832.88,ok
C4952400.xlsx,IR_CS_ANUAL,31993.76,ok
C4870892.xlsx,IR_CS_ANUAL,30325.08,ok
C4917796.xlsx,IR_CS_ANUAL,6357.66,ok
C5022700.xlsx,IR_CS_ANUAL,19286.96,ok
C4605580.xlsx,IR_CS_ANUAL,31308.1,ok
C4179588.xlsx,IR_CS_ANUAL,16336.37,ok
C4469645.xlsx,IR_CS_ANUAL,17128.3,ok
C4014536.xlsx,IR_CS_ANUAL,16132.44,ok
C4313387.xlsx,IR_CS_ANUAL,9941.99,ok
C4680000.xlsx,IR_CS_ANUAL,17247.33,ok
C4431576.xlsx,IR_CS_ANUAL,17333.01,ok
C4754624.xlsx,IR_CS_ANUAL,9228.57,ok
C4076486.xlsx,IR_CS_ANUAL,10330.33,ok
C4600347.xlsx,IR_CS_ANUAL,21977.11,ok
C5066319.xlsx,IR_CS_ANUAL,-180172.54,ok
C3663138.xlsx,IR_CS_ANUAL,-2625,ok
C4410396.xlsx,IR_CS_ANUAL,26628.5,ok
C3651644.xlsx,IR_CS_ANUAL,8235.13,ok
C3956115.xlsx,IR_CS_ANUAL,9239.03,ok
C4062430.xlsx,IR_CS_ANUAL,20556.12,ok
C4790277.xlsx,IR_CS_ANUAL,16704.41,ok
C4134742.xlsx,IR_CS_ANUAL,14915.67,ok
C3629873.xlsx,IR_CS_ANUAL,4.127.471.000.000.000,ok
C4968921.xlsx,IR_CS_ANUAL,24717.58,ok
C4224674.xlsx,IR_CS_ANUAL,10355.94,ok
C3740444.xlsx,IR_CS_ANUAL,22592.18,ok
C4210946.xlsx,IR_CS_ANUAL,-1038.31,ok
C4408739.xlsx,IR_CS_ANUAL,4.596.248.000.000.000,ok
C3587402.xlsx,IR_CS_ANUAL,11485.87,ok
C4663978.xlsx,IR_CS_ANUAL,20297.43,ok
C4185023.xlsx,IR_CS_ANUAL,14314.51,ok
C3628892.xlsx,IR_CS_ANUAL,2794.23,ok
C3597738.xlsx,IR_CS_ANUAL,5586.64,ok
C4413570.xlsx,IR_CS_ANUAL,4954.49,ok
C4466051.xlsx,IR_CS_ANUAL,18373.41,ok
C4453886.xlsx,IR_CS_ANUAL,12927.87,ok
C3829412.xlsx,IR_CS_ANUAL,21747.96,ok
C4254560.xlsx,IR_CS_ANUAL,38116.15,ok
C3901755.xlsx,IR_CS_ANUAL,8868.74,ok
C4207555.xlsx,IR_CS_ANUAL,16212.59,ok
C4262587.xlsx,IR_CS_ANUAL,16958.48,ok
C3827593.xlsx,IR_CS_ANUAL,6757.95,ok
C4021931.xlsx,IR_CS_ANUAL,19465.21,ok
C4148219.xlsx,IR_CS_ANUAL,15389.4,ok
C4416036.xlsx,IR_CS_ANUAL,19390.91,ok
C4434677.xlsx,IR_CS_ANUAL,16127.39,ok
C4067435.xlsx,IR_CS_ANUAL,6332.08,ok
C4637938.xlsx,IR_CS_ANUAL,37832.77,ok
C3696727.xlsx,IR_CS_ANUAL,16683.03,ok
C4675355.xlsx,IR_CS_ANUAL,13273.78,ok
C4555580.xlsx,IR_CS_ANUAL,11802.81,ok
C4665406.xlsx,IR_CS_ANUAL,1125.48,ok
C4580191.xlsx,IR_CS_ANUAL,9498.35,ok
C4364049.xlsx,IR_CS_ANUAL,35178.61,ok
C5008032.xlsx,IR_CS_ANUAL,42261.83,ok
C4687002.xlsx,IR_CS_ANUAL,38504.54,ok
C4653087.xlsx,IR_CS_ANUAL,3.068.167.000.000.000,ok
C4911727.xlsx,IR_CS_ANUAL,5915.43,ok
C4548673.xlsx,IR_CS_ANUAL,25205.93,ok
C3608286.xlsx,IR_CS_ANUAL,9622.12,ok
C4467069.xlsx,IR_CS_ANUAL,4.272.040.000.000.000,ok
C3625844.xlsx,IR_CS_ANUAL,9.103.559.999.999.990,ok
C3638934.xlsx,IR_CS_ANUAL,68548.35,ok
C4690126.xlsx,IR_CS_ANUAL,-14596.68,ok
C3606834.xlsx,IR_CS_ANUAL,9775.71,ok
C3680290.xlsx,IR_CS_ANUAL,8.766.488.999.999.990,ok
C4587771.xlsx,IR_CS_ANUAL,7.457.189.999.999.990,ok
C3703177.xlsx,IR_CS_ANUAL,20713.96,ok
C4537461.xlsx,IR_CS_ANUAL,6042.58,ok
C4403001.xlsx,IR_CS_ANUAL,12885.54,ok
C3899839.xlsx,IR_CS_ANUAL,11566.66,ok
C3603546.xlsx,IR_CS_ANUAL,31376.16,ok
C4302834.xlsx,IR_CS_ANUAL,27957.26,ok
C3756245.xlsx,IR_CS_ANUAL,28336.27,ok
C4431806.xlsx,IR_CS_ANUAL,17401.27,ok
C3757034.xlsx,IR_CS_ANUAL,13251.36,ok
C4599932.xlsx,IR_CS_ANUAL,9258.95,ok
C4226766.xlsx,IR_CS_ANUAL,52071.17,ok
C4145349.xlsx,IR_CS_ANUAL,24032.74,ok
C4494424.xlsx,IR_CS_ANUAL,13972.68,ok
C4392633.xlsx,IR_CS_ANUAL,11342.34,ok
C4237114.xlsx,IR_CS_ANUAL,33242.86,ok
C4609502.xlsx,IR_CS_ANUAL,21655.97,ok
C4256084.xlsx,IR_CS_ANUAL,7434.13,ok
C4687149.xlsx,IR_CS_ANUAL,16398.08,ok
C4277090.xlsx,IR_CS_ANUAL,12722.42,ok
C3733297.xlsx,IR_CS_ANUAL,29261.99,ok
C4783919.xlsx,IR_CS_ANUAL,14630.34,ok
C4429967.xlsx,IR_CS_ANUAL,29345.79,ok
C4076040.xlsx,IR_CS_ANUAL,25216.92,ok
C4662925.xlsx,IR_CS_ANUAL,7.902.360.000.000.000,ok
C4175444.xlsx,IR_CS_ANUAL,15251.93,ok
C4125661.xlsx,IR_CS_ANUAL,15937.96,ok
C3656840.xlsx,IR_CS_ANUAL,27857.49,ok
C3627519.xlsx,IR_CS_ANUAL,31309.92,ok
C4972499.xlsx,IR_CS_ANUAL,24385.02,ok
C4155571.xlsx,IR_CS_ANUAL,9330.59,ok
C4630736.xlsx,IR_CS_ANUAL,33628.51,ok
C4555262.xlsx,IR_CS_ANUAL,15896.72,ok
C4287660.xlsx,IR_CS_ANUAL,11769.33,ok
C5024085.xlsx,IR_CS_ANUAL,14788.66,ok
C4454009.xlsx,IR_CS_ANUAL,11922.23,ok
C4513302.xlsx,IR_CS_ANUAL,15974.55,ok
C4646632.xlsx,IR_CS_ANUAL,35949.51,ok
C3580875.xlsx,IR_CS_ANUAL,4.159.796.000.000.000,ok
C4127659.xlsx,IR_CS_ANUAL,38182.7,ok
C4625998.xlsx,IR_CS_ANUAL,-15000,ok
C4276068.xlsx,IR_CS_ANUAL,6556.93,ok
C4123807.xlsx,IR_CS_ANUAL,10686.04,ok
C4591021.xlsx,IR_CS_ANUAL,20441.86,ok
C4122965.xlsx,IR_CS_ANUAL,12170.56,ok
C4405266.xlsx,IR_CS_ANUAL,17482.37,ok
C4646502.xlsx,IR_CS_ANUAL,21774.97,ok
C4334430.xlsx,IR_CS_ANUAL,9263.66,ok
C4192017.xlsx,IR_CS_ANUAL,10718.63,ok
C4434454.xlsx,IR_CS_ANUAL,13360.52,ok
C4385435.xlsx,IR_CS_ANUAL,13137.14,ok
C4184313.xlsx,IR_CS_ANUAL,14004.85,ok
C4403352.xlsx,IR_CS_ANUAL,19010.17,ok
C3786565.xlsx,IR_CS_ANUAL,16850.45,ok
C4536985.xlsx,IR_CS_ANUAL,1.573.469.999.999.990,ok
C4496728.xlsx,IR_CS_ANUAL,6133.03,ok
C4349843.xlsx,IR_CS_ANUAL,3.084.869.999.999.990,ok
C3836341.xlsx,IR_CS_ANUAL,21814.28,ok
C4580341.xlsx,IR_CS_ANUAL,11999.84,ok
C3961801.xlsx,IR_CS_ANUAL,18730.11,ok
C3804700.xlsx,IR_CS_ANUAL,16821.55,ok
C4488186.xlsx,IR_CS_ANUAL,5.570.360.000.000.000,ok
C4337704.xlsx,IR_CS_ANUAL,8235.98,ok
C4041129.xlsx,IR_CS_ANUAL,13772.43,ok
C4659312.xlsx,IR_CS_ANUAL,16258.83,ok
C4219666.xlsx,IR_CS_ANUAL,12226.05,ok
C4918761.xlsx,IR_CS_ANUAL,12896.49,ok
C4184321.xlsx,IR_CS_ANUAL,9013.31,ok
C4674999.xlsx,IR_CS_ANUAL,9416.18,ok
C4143649.xlsx,IR_CS_ANUAL,23681.96,ok
C4648536.xlsx,IR_CS_ANUAL,36464.12,ok
C3659761.xlsx,IR_CS_ANUAL,9980.01,ok
C4232906.xlsx,IR_CS_ANUAL,51411.35,ok
C3630099.xlsx,IR_CS_ANUAL,15779.09,ok
C4269583.xlsx,IR_CS_ANUAL,16374.61,ok
C4797729.xlsx,IR_CS_ANUAL,14566.1,ok
C4073922.xlsx,IR_CS_ANUAL,5620.16,ok
C4438123.xlsx,IR_CS_ANUAL,14348.39,ok
C4557378.xlsx,IR_CS_ANUAL,21214.48,ok
C4581381.xlsx,IR_CS_ANUAL,-1837.53,ok
C4804902.xlsx,IR_CS_ANUAL,14792.84,ok
C4607323.xlsx,IR_CS_ANUAL,18815.08,ok
C3948428.xlsx,IR_CS_ANUAL,5996.18,ok
C4627283.xlsx,IR_CS_ANUAL,10889.88,ok
C4604467.xlsx,IR_CS_ANUAL,14488.47,ok
C4667733.xlsx,IR_CS_ANUAL,21219.73,ok
C4675613.xlsx,IR_CS_ANUAL,29199.88,ok
C4299284.xlsx,IR_CS_ANUAL,31613.59,ok
C5054219.xlsx,IR_CS_ANUAL,48852.79,ok
C3742077.xlsx,IR_CS_ANUAL,27506.46,ok
C4020115.xlsx,IR_CS_ANUAL,3.766.864.999.999.990,ok
C4108579.xlsx,IR_CS_ANUAL,24006.32,ok
C4407052.xlsx,IR_CS_ANUAL,21948.73,ok
C4303075.xlsx,IR_CS_ANUAL,32144.73,ok
C4699268.xlsx,IR_CS_ANUAL,20704.76,ok
C4025045.xlsx,IR_CS_ANUAL,13558.53,ok
C3908890.xlsx,IR_CS_ANUAL,14326.17,ok
C4526997.xlsx,IR_CS_ANUAL,39430.76,ok
C3594397.xlsx,IR_CS_ANUAL,17038.37,ok
C4564606.xlsx,IR_CS_ANUAL,27217.59,ok
C4693073.xlsx,IR_CS_ANUAL,9.867.799.999.999.980,ok
C5004886.xlsx,IR_CS_ANUAL,2.975.060.000.000.000,ok
C4401715.xlsx,IR_CS_ANUAL,12408.55,ok
C4618810.xlsx,IR_CS_ANUAL,30538.95,ok
C4744852.xlsx,IR_CS_ANUAL,4.119.099.999.999.990,ok
C4602274.xlsx,IR_CS_ANUAL,-4.300.080.000.000.000,ok
C4405888.xlsx,IR_CS_ANUAL,12959.06,ok
C5070849.xlsx,IR_CS_ANUAL,42550.76,ok
C4088541.xlsx,IR_CS_ANUAL,25096.5,ok
C3912807.xlsx,IR_CS_ANUAL,8949.97,ok
C4406312.xlsx,IR_CS_ANUAL,26204.1,ok
C4489941.xlsx,IR_CS_ANUAL,12511.48,ok
C4557413.xlsx,IR_CS_ANUAL,37066.43,ok
C4304478.xlsx,IR_CS_ANUAL,10127.32,ok
C3574143.xlsx,IR_CS_ANUAL,6678.26,ok
C4358269.xlsx,IR_CS_ANUAL,28314.58,ok
C3734449.xlsx,IR_CS_ANUAL,12066.53,ok
C5220290.xlsx,IR_CS_ANUAL,349419.68,ok
C3589766.xlsx,IR_CS_ANUAL,-1823.22,ok
C4347921.xlsx,IR_CS_ANUAL,21661.98,ok
C4275303.xlsx,IR_CS_ANUAL,13882.24,ok
C4563521.xlsx,IR_CS_ANUAL,32411.68,ok
C4088775.xlsx,IR_CS_ANUAL,69261.29,ok
C4437818.xlsx,IR_CS_ANUAL,108019.94,ok
C4580549.xlsx,IR_CS_ANUAL,233251.09,ok
C4963992.xlsx,IR_CS_ANUAL,17292.94,ok
C4346868.xlsx,IR_CS_ANUAL,26060.77,ok
C4660205.xlsx,IR_CS_ANUAL,44358.43,ok
C3728968.xlsx,IR_CS_ANUAL,27208.94,ok
C3656894.xlsx,IR_CS_ANUAL,14299.66,ok
C4555612.xlsx,IR_CS_ANUAL,29846.1,ok
C4030911.xlsx,IR_CS_ANUAL,3625.59,ok
C5010763.xlsx,IR_CS_ANUAL,12533.19,ok
C3602860.xlsx,IR_CS_ANUAL,13293.18,ok
C3611618.xlsx,IR_CS_ANUAL,4.023.530.000.000.000,ok
C3729047.xlsx,IR_CS_ANUAL,12124.18,ok
C4659884.xlsx,IR_CS_ANUAL,36150.45,ok
C3893373.xlsx,IR_CS_ANUAL,4.676.699.999.999.980,ok
C5024676.xlsx,IR_CS_ANUAL,113093.43,ok
C4411746.xlsx,IR_CS_ANUAL,10230.73,ok
C3581116.xlsx,IR_CS_ANUAL,1012.62,ok
C4406526.xlsx,IR_CS_ANUAL,18158.19,ok
C4603317.xlsx,IR_CS_ANUAL,13533.24,ok
C4646706.xlsx,IR_CS_ANUAL,17385.44,ok
C3986656.xlsx,IR_CS_ANUAL,25175.54,ok
C4418049.xlsx,IR_CS_ANUAL,36334.08,ok
C3739785.xlsx,IR_CS_ANUAL,7347.23,ok
C4004497.xlsx,IR_CS_ANUAL,46760.78,ok
C5006572.xlsx,IR_CS_ANUAL,-4.291.650.000.000.000,ok
C4128705.xlsx,IR_CS_ANUAL,23419.27,ok
C4579499.xlsx,IR_CS_ANUAL,57378.61,ok
C5029005.xlsx,IR_CS_ANUAL,-9333.31,ok
C4516059.xlsx,IR_CS_ANUAL,15430.14,ok
C4046385.xlsx,IR_CS_ANUAL,6.332.700.000.000.000,ok
C3957384.xlsx,IR_CS_ANUAL,155081.59,ok
C3897682.xlsx,IR_CS_ANUAL,14352.56,ok
C4243836.xlsx,IR_CS_ANUAL,11317.07,ok
C4168024.xlsx,IR_CS_ANUAL,20137.88,ok
C4123651.xlsx,IR_CS_ANUAL,15425.7,ok
C4652857.xlsx,IR_CS_ANUAL,148524.41,ok
C4291133.xlsx,IR_CS_ANUAL,17789.83,ok
C3829789.xlsx,IR_CS_ANUAL,36674.29,ok
C4657366.xlsx,IR_CS_ANUAL,29526.71,ok
C4318526.xlsx,IR_CS_ANUAL,10865.95,ok
C3673837.xlsx,IR_CS_ANUAL,17221.95,ok
C3925438.xlsx,IR_CS_ANUAL,15029.26,ok
C4215519.xlsx,IR_CS_ANUAL,13360.14,ok
C4593436.xlsx,IR_CS_ANUAL,27334.5,ok
C4183474.xlsx,IR_CS_ANUAL,27877.81,ok
C3741472.xlsx,IR_CS_ANUAL,7780.82,ok
C4461083.xlsx,IR_CS_ANUAL,2.512.669.999.999.990,ok
C4592823.xlsx,IR_CS_ANUAL,12632.79,ok
C4286344.xlsx,IR_CS_ANUAL,25306.16,ok
C4836314.xlsx,IR_CS_ANUAL,31396.32,ok
C4508602.xlsx,IR_CS_ANUAL,23696.45,ok
C5220029.xlsx,IR_CS_ANUAL,-25850,ok
C3641378.xlsx,IR_CS_ANUAL,14559.59,ok
C4472496.xlsx,IR_CS_ANUAL,-297.92,ok
C4614711.xlsx,IR_CS_ANUAL,-15000.03,ok
C4157998.xlsx,IR_CS_ANUAL,14497.75,ok
C4234560.xlsx,IR_CS_ANUAL,11308.28,ok
C3569683.xlsx,IR_CS_ANUAL,14888.43,ok
C5017786.xlsx,IR_CS_ANUAL,27936.39,ok
C3865679.xlsx,IR_CS_ANUAL,24477.73,ok
C4643652.xlsx,IR_CS_ANUAL,37902.56,ok
C4677575.xlsx,IR_CS_ANUAL,-5020.29,ok
C3764968.xlsx,IR_CS_ANUAL,5610.94,ok
C4458817.xlsx,IR_CS_ANUAL,27273.26,ok
C3614101.xlsx,IR_CS_ANUAL,29340.89,ok
C4686055.xlsx,IR_CS_ANUAL,32966.35,ok
C3993818.xlsx,IR_CS_ANUAL,20142.8,ok
C3641956.xlsx,IR_CS_ANUAL,5193.92,ok
C4804809.xlsx,IR_CS_ANUAL,7.789.279.999.999.990,ok
C4969033.xlsx,IR_CS_ANUAL,8395.7,ok
C4525243.xlsx,IR_CS_ANUAL,26556.94,ok
C4177473.xlsx,IR_CS_ANUAL,18142.66,ok
C4915700.xlsx,IR_CS_ANUAL,71528.7,ok
C4604208.xlsx,IR_CS_ANUAL,19901.39,ok
C4397360.xlsx,IR_CS_ANUAL,27855.44,ok
C4173661.xlsx,IR_CS_ANUAL,5.034.799.999.999.990,ok
C4641571.xlsx,IR_CS_ANUAL,27904.51,ok
C4411927.xlsx,IR_CS_ANUAL,13404.59,ok
C4408772.xlsx,IR_CS_ANUAL,21681.08,ok
C4687807.xlsx,IR_CS_ANUAL,6.528.625.999.999.990,ok
C4972940.xlsx,IR_CS_ANUAL,28357.61,ok
C3677142.xlsx,IR_CS_ANUAL,10703.68,ok
C3909463.xlsx,IR_CS_ANUAL,3862.13,ok
C4674624.xlsx,IR_CS_ANUAL,14382.95,ok
C4202359.xlsx,IR_CS_ANUAL,24301.41,ok
C4602163.xlsx,IR_CS_ANUAL,27296.37,ok
C4443889.xlsx,IR_CS_ANUAL,11587.01,ok
C4525011.xlsx,IR_CS_ANUAL,16443.43,ok
C4302152.xlsx,IR_CS_ANUAL,23700.67,ok
C4368646.xlsx,IR_CS_ANUAL,7883.02,ok
C4231295.xlsx,IR_CS_ANUAL,2639.45,ok
C4083009.xlsx,IR_CS_ANUAL,15481.49,ok
C4597284.xlsx,IR_CS_ANUAL,1.819.220.000.000.000,ok
C4657815.xlsx,IR_CS_ANUAL,10841.88,ok
C4841708.xlsx,IR_CS_ANUAL,15406.09,ok
C4605749.xlsx,IR_CS_ANUAL,18231.79,ok
C4865830.xlsx,IR_CS_ANUAL,13301.74,ok
C3606857.xlsx,IR_CS_ANUAL,2.762.389.999.999.990,ok
C4328223.xlsx,IR_CS_ANUAL,8080.41,ok
C4558092.xlsx,IR_CS_ANUAL,24716.26,ok
C3913634.xlsx,IR_CS_ANUAL,13737.65,ok
C4640537.xlsx,IR_CS_ANUAL,15555.3,ok
C4266063.xlsx,IR_CS_ANUAL,19969.06,ok
C5069794.xlsx,IR_CS_ANUAL,89610.37,ok
C4613888.xlsx,IR_CS_ANUAL,-2490.03,ok
C4420496.xlsx,IR_CS_ANUAL,14958.97,ok
C4688750.xlsx,IR_CS_ANUAL,22466.03,ok
C4357517.xlsx,IR_CS_ANUAL,29206.21,ok
C4003611.xlsx,IR_CS_ANUAL,-6200.04,ok
C4526660.xlsx,IR_CS_ANUAL,19104.43,ok
C3653144.xlsx,IR_CS_ANUAL,24153.36,ok
C3614889.xlsx,IR_CS_ANUAL,8303.34,ok
C4827227.xlsx,IR_CS_ANUAL,30416.63,ok
C4269579.xlsx,IR_CS_ANUAL,14576.34,ok
C4296325.xlsx,IR_CS_ANUAL,11056.35,ok
C4213364.xlsx,IR_CS_ANUAL,16632.68,ok
C4371468.xlsx,IR_CS_ANUAL,12820.56,ok
C3593150.xlsx,IR_CS_ANUAL,20691.02,ok
C4558670.xlsx,IR_CS_ANUAL,32379.73,ok
C4424089.xlsx,IR_CS_ANUAL,20378.26,ok
C4624855.xlsx,IR_CS_ANUAL,7.856.810.000.000.000,ok
C4016716.xlsx,IR_CS_ANUAL,26210.42,ok
C4678230.xlsx,IR_CS_ANUAL,17880.17,ok
C4336072.xlsx,IR_CS_ANUAL,16695.75,ok
C4631804.xlsx,IR_CS_ANUAL,20902.75,ok
C4249914.xlsx,IR_CS_ANUAL,1631.58,ok
C4738096.xlsx,IR_CS_ANUAL,24341.12,ok
C4196434.xlsx,IR_CS_ANUAL,16693.88,ok
C4579045.xlsx,IR_CS_ANUAL,-416.67,ok
C4611508.xlsx,IR_CS_ANUAL,13389.1,ok
C3562273.xlsx,IR_CS_ANUAL,27894.63,ok
C4152044.xlsx,IR_CS_ANUAL,16820.37,ok
C4287727.xlsx,IR_CS_ANUAL,15222.68,ok
C4556043.xlsx,IR_CS_ANUAL,21482.98,ok
C4595760.xlsx,IR_CS_ANUAL,20094.51,ok
C4592911.xlsx,IR_CS_ANUAL,32964.1,ok
C4691655.xlsx,IR_CS_ANUAL,3.046.792.000.000.000,ok
C4677206.xlsx,IR_CS_ANUAL,31400.05,ok
C4458904.xlsx,IR_CS_ANUAL,10705.82,ok
C4693972.xlsx,IR_CS_ANUAL,36366.17,ok
C4554148.xlsx,IR_CS_ANUAL,23590.36,ok
C4972822.xlsx,IR_CS_ANUAL,17528.45,ok
C4967164.xlsx,IR_CS_ANUAL,12418.3,ok
C4287626.xlsx,IR_CS_ANUAL,22885.94,ok
C4194118.xlsx,IR_CS_ANUAL,8108.49,ok
C4031845.xlsx,IR_CS_ANUAL,3.969.700.000.000.000,ok
C4593824.xlsx,IR_CS_ANUAL,20917.77,ok
C4484713.xlsx,IR_CS_ANUAL,20212.31,ok
C3829231.xlsx,IR_CS_ANUAL,-10662.5,ok
C4681767.xlsx,IR_CS_ANUAL,20881.81,ok
C3800202.xlsx,IR_CS_ANUAL,20558.55,ok
C3938767.xlsx,IR_CS_ANUAL,31202.79,ok
C4271665.xlsx,IR_CS_ANUAL,7852.31,ok
C4247219.xlsx,IR_CS_ANUAL,12999.44,ok
C4391944.xlsx,IR_CS_ANUAL,12617.75,ok
C3756575.xlsx,IR_CS_ANUAL,7971.09,ok
C4591321.xlsx,IR_CS_ANUAL,11348.52,ok
C3955328.xlsx,IR_CS_ANUAL,15261.63,ok
C4609600.xlsx,IR_CS_ANUAL,28892.36,ok
C3961912.xlsx,IR_CS_ANUAL,9937.47,ok
C4596453.xlsx,IR_CS_ANUAL,-2161.6,ok
C3720337.xlsx,IR_CS_ANUAL,9621.54,ok
C4414908.xlsx,IR_CS_ANUAL,13593.09,ok
C4704989.xlsx,IR_CS_ANUAL,19549.96,ok
C3634147.xlsx,IR_CS_ANUAL,9052.63,ok
C4537557.xlsx,IR_CS_ANUAL,15907.7,ok
C4853130.xlsx,IR_CS_ANUAL,1.886.110.000.000.000,ok
C3921698.xlsx,IR_CS_ANUAL,3352.42,ok
C4404923.xlsx,IR_CS_ANUAL,16457.16,ok
C4665477.xlsx,IR_CS_ANUAL,16793.31,ok
C4321887.xlsx,IR_CS_ANUAL,17433.72,ok
C3563121.xlsx,IR_CS_ANUAL,5969.6,ok
C4448945.xlsx,IR_CS_ANUAL,10189.62,ok
C4335398.xlsx,IR_CS_ANUAL,8057.42,ok
C4032398.xlsx,IR_CS_ANUAL,10531.21,ok
C3660658.xlsx,IR_CS_ANUAL,13712.79,ok
C4598533.xlsx,IR_CS_ANUAL,-11626.4,ok
C4262880.xlsx,IR_CS_ANUAL,12395.64,ok
C3609791.xlsx,IR_CS_ANUAL,11069.27,ok
C4720903.xlsx,IR_CS_ANUAL,23360.93,ok
C3721685.xlsx,IR_CS_ANUAL,15247.27,ok
C3975596.xlsx,IR_CS_ANUAL,6.807.529.999.999.990,ok
C4595526.xlsx,IR_CS_ANUAL,20764.76,ok
C4668908.xlsx,IR_CS_ANUAL,23277.11,ok
C4341071.xlsx,IR_CS_ANUAL,15596.9,ok
C4274156.xlsx,IR_CS_ANUAL,14456.09,ok
C4829504.xlsx,IR_CS_ANUAL,-3435.9,ok
C4527272.xlsx,IR_CS_ANUAL,28189.7,ok
C4166795.xlsx,IR_CS_ANUAL,11066.66,ok
C3638890.xlsx,IR_CS_ANUAL,7227.85,ok
C3969025.xlsx,IR_CS_ANUAL,15875.3,ok
C4071567.xlsx,IR_CS_ANUAL,9.576.589.999.999.990,ok
C4380423.xlsx,IR_CS_ANUAL,5277.6,ok
C4179134.xlsx,IR_CS_ANUAL,8756.59,ok
C4244584.xlsx,IR_CS_ANUAL,17395.62,ok
C4338296.xlsx,IR_CS_ANUAL,48129.18,ok
C3908197.xlsx,IR_CS_ANUAL,10161.98,ok
C4199819.xlsx,IR_CS_ANUAL,10436.37,ok
C3900824.xlsx,IR_CS_ANUAL,16600.77,ok
C3944944.xlsx,IR_CS_ANUAL,16635.97,ok
C3836277.xlsx,IR_CS_ANUAL,102275.2,ok
C3670505.xlsx,IR_CS_ANUAL,22453.69,ok
C5067636.xlsx,IR_CS_ANUAL,37966.36,ok
C4699553.xlsx,IR_CS_ANUAL,23381.33,ok
C3571165.xlsx,IR_CS_ANUAL,20094.83,ok
C4154667.xlsx,IR_CS_ANUAL,11083.19,ok
C4571191.xlsx,IR_CS_ANUAL,717803.5,ok
C3897125.xlsx,IR_CS_ANUAL,12917.63,ok
C4329045.xlsx,IR_CS_ANUAL,8691,ok
C4865111.xlsx,IR_CS_ANUAL,13941.07,ok
C4017363.xlsx,IR_CS_ANUAL,24456.67,ok
C3785885.xlsx,IR_CS_ANUAL,11102.26,ok
C4524573.xlsx,IR_CS_ANUAL,5383.43,ok
C4581715.xlsx,IR_CS_ANUAL,-774852.06,ok
C4005569.xlsx,IR_CS_ANUAL,9246.58,ok
C5025745.xlsx,IR_CS_ANUAL,25729.95,ok
C4180287.xlsx,IR_CS_ANUAL,10691.79,ok
C4157216.xlsx,IR_CS_ANUAL,33684.74,ok
C4615126.xlsx,IR_CS_ANUAL,17371.24,ok
C4625822.xlsx,IR_CS_ANUAL,32106.06,ok
C4586282.xlsx,IR_CS_ANUAL,19392.02,ok
C4486371.xlsx,IR_CS_ANUAL,25144.85,ok
C4428018.xlsx,IR_CS_ANUAL,22149.4,ok
C4512754.xlsx,IR_CS_ANUAL,45548.09,ok
C4196393.xlsx,IR_CS_ANUAL,16688.43,ok
C4449549.xlsx,IR_CS_ANUAL,13034.39,ok
C3592502.xlsx,IR_CS_ANUAL,3.271.389.999.999.990,ok
C4268623.xlsx,IR_CS_ANUAL,5211.73,ok
C4155458.xlsx,IR_CS_ANUAL,23295.69,ok
C4538681.xlsx,IR_CS_ANUAL,14921.81,ok
C4580313.xlsx,IR_CS_ANUAL,-559.98,ok
C4884414.xlsx,IR_CS_ANUAL,9883.52,ok
C4687983.xlsx,IR_CS_ANUAL,-3366.68,ok
C5021286.xlsx,IR_CS_ANUAL,3598.52,ok
C3751764.xlsx,IR_CS_ANUAL,27565.87,ok
C4640121.xlsx,IR_CS_ANUAL,148788.25,ok
C4819095.xlsx,IR_CS_ANUAL,8.339.029.999.999.990,ok
C4757181.xlsx,IR_CS_ANUAL,7.631.630.000.000.000,ok
C3824050.xlsx,IR_CS_ANUAL,47413.25,ok
C4316029.xlsx,IR_CS_ANUAL,16532.31,ok
C4917727.xlsx,IR_CS_ANUAL,26932.89,ok
