arquivo,valor_ultimo_na_linha,status
C3795594.xlsx,0.0,ok
C3795652.xlsx,-3.637978807091713e-12,ok
C3795661.xlsx,0.0,ok
C3795869.xlsx,-1.8189894035458565e-12,ok
C3795741.xlsx,-84601.2,ok
C3795895.xlsx,-1.8189894035458565e-12,ok
C3796020.xlsx,9.094947017729282e-13,ok
C3795870.xlsx,0.0,ok
C3795926.xlsx,3.637978807091713e-12,ok
C3796145.xlsx,0.0,ok
C3796299.xlsx,4.547473508864641e-12,ok
C3796230.xlsx,0.0,ok
C3796691.xlsx,7.275957614183426e-12,ok
C3796476.xlsx,9.094947017729282e-12,ok
C3796772.xlsx,0.0,ok
C3796627.xlsx,0.0,ok
C3796451.xlsx,0.0,ok
C3796788.xlsx,0.0,ok
C3797237.xlsx,29994.999999999996,ok
C3797149.xlsx,0.0,ok
C3797539.xlsx,0.0,ok
C3797671.xlsx,0.0,ok
C3797664.xlsx,-7.275957614183426e-12,ok
C3797484.xlsx,0.0,ok
C3797789.xlsx,-7.275957614183426e-12,ok
C3797691.xlsx,-36611.42,ok
C3797885.xlsx,0.0,ok
C3797735.xlsx,-1.8189894035458565e-12,ok
C3797993.xlsx,0.0,ok
C3797851.xlsx,1.8189894035458565e-12,ok
C3798053.xlsx,-7.275957614183426e-12,ok
C3798402.xlsx,0.0,ok
C3798114.xlsx,0.0,ok
C3798219.xlsx,-7.275957614183426e-12,ok
C3798757.xlsx,0.0,ok
C3798700.xlsx,5.4569682106375694e-12,ok
C3798681.xlsx,0.0,ok
C3798818.xlsx,0.0,ok
C3798999.xlsx,89586.0,ok
C3798864.xlsx,-5.4569682106375694e-12,ok
C3798848.xlsx,0.0,ok
C3798831.xlsx,-3.637978807091713e-12,ok
C3799019.xlsx,-3.637978807091713e-12,ok
C3799081.xlsx,0.0,ok
C3799076.xlsx,0.0,ok
C3799083.xlsx,0.0,ok
C3799163.xlsx,9.094947017729282e-13,ok
C3799215.xlsx,-2.9103830456733704e-11,ok
C3799134.xlsx,0.0,ok
C3799126.xlsx,3.637978807091713e-12,ok
C3799223.xlsx,-4.547473508864641e-12,ok
C3799415.xlsx,0.0,ok
C3799219.xlsx,-7.275957614183426e-12,ok
C3799547.xlsx,0.0,ok
C3799703.xlsx,0.0,ok
C3799768.xlsx,-7.275957614183426e-12,ok
C3799916.xlsx,1.8189894035458565e-12,ok
C3799777.xlsx,1.4551915228366852e-11,ok
C3799920.xlsx,-1.4551915228366852e-11,ok
C3800257.xlsx,0.0,ok
C3800202.xlsx,0.0,ok
C3800518.xlsx,0.0,ok
C3799900.xlsx,0.0,ok
C3800577.xlsx,3.637978807091713e-12,ok
C3800755.xlsx,0.0,ok
C3800657.xlsx,0.0,ok
C3800813.xlsx,1.8189894035458565e-12,ok
C3800808.xlsx,7.275957614183426e-12,ok
C3801001.xlsx,-1.8189894035458565e-12,ok
C3801015.xlsx,0.0,ok
C3801114.xlsx,0.0,ok
C3801273.xlsx,0.0,ok
C3801293.xlsx,0.0,ok
C3801176.xlsx,-3.637978807091713e-12,ok
C3801458.xlsx,1.8189894035458565e-12,ok
C3801313.xlsx,0.0,ok
C3801851.xlsx,0.0,ok
C3801341.xlsx,-3.637978807091713e-12,ok
C3801417.xlsx,0.0,ok
C3802029.xlsx,0.0,ok
C3801944.xlsx,1.4551915228366852e-11,ok
C3802222.xlsx,0.0,ok
C3802301.xlsx,-3.637978807091713e-12,ok
C3802309.xlsx,-7.275957614183426e-12,ok
C3802677.xlsx,40294.799999999945,ok
C3802391.xlsx,-9.094947017729282e-13,ok
C3802701.xlsx,1.4551915228366852e-11,ok
C3802591.xlsx,13.5199999999968,ok
C3802797.xlsx,0.0,ok
C3802717.xlsx,1.8189894035458565e-12,ok
C3802848.xlsx,3.637978807091713e-12,ok
C3802316.xlsx,-7.275957614183426e-12,ok
C3802850.xlsx,9.094947017729282e-13,ok
C3802985.xlsx,0.0,ok
C3802925.xlsx,7.275957614183426e-12,ok
C3803062.xlsx,0.0,ok
C3803067.xlsx,0.0,ok
C3803096.xlsx,-3.637978807091713e-12,ok
C3803020.xlsx,0.0,ok
C3803578.xlsx,3.637978807091713e-12,ok
C3803051.xlsx,-864433.5000000001,ok
C3804176.xlsx,-7.275957614183426e-12,ok
C3803586.xlsx,7.275957614183426e-12,ok
C3803843.xlsx,0.0,ok
C3804323.xlsx,-1.4551915228366852e-11,ok
C3803997.xlsx,-7.275957614183426e-12,ok
C3804401.xlsx,0.0,ok
C3804342.xlsx,3.637978807091713e-12,ok
C3804396.xlsx,0.0,ok
C3804791.xlsx,0.0,ok
C3804584.xlsx,1.8189894035458565e-11,ok
C3804700.xlsx,-3.637978807091713e-12,ok
C3804857.xlsx,0.0,ok
C3805358.xlsx,1.8189894035458565e-12,ok
C3805400.xlsx,0.0,ok
C3805571.xlsx,0.0,ok
C3805296.xlsx,0.0,ok
C3804940.xlsx,0.0,ok
C3805644.xlsx,-7.275957614183426e-12,ok
C3805600.xlsx,0.0,ok
C3805855.xlsx,0.0,ok
C3806109.xlsx,0.0,ok
C3805929.xlsx,-1.8189894035458565e-12,ok
C3806059.xlsx,-2.9103830456733704e-11,ok
C3805894.xlsx,3.637978807091713e-12,ok
C3806175.xlsx,-7.275957614183426e-12,ok
C3806280.xlsx,0.0,ok
C3806325.xlsx,9.094947017729282e-13,ok
C3806778.xlsx,0.0,ok
C3806785.xlsx,0.0,ok
C3806781.xlsx,0.0,ok
C3806818.xlsx,7.275957614183426e-12,ok
C3806893.xlsx,-7.275957614183426e-12,ok
C3806935.xlsx,0.0,ok
C3807094.xlsx,-3.637978807091713e-12,ok
C3807193.xlsx,0.0,ok
C3807478.xlsx,0.0,ok
C3807426.xlsx,0.0,ok
C3807364.xlsx,1.8189894035458565e-12,ok
C3807670.xlsx,0.0,ok
C3807832.xlsx,0.0,ok
C3807850.xlsx,-7.275957614183426e-12,ok
C3807755.xlsx,5.4569682106375694e-12,ok
C3807854.xlsx,7.275957614183426e-12,ok
C3807941.xlsx,0.0,ok
C3807891.xlsx,0.0,ok
C3808003.xlsx,0.0,ok
C3808221.xlsx,-3.637978807091713e-12,ok
C3808255.xlsx,9.094947017729282e-13,ok
C3807699.xlsx,0.0,ok
C3808359.xlsx,0.0,ok
C3808556.xlsx,0.0,ok
C3808362.xlsx,0.0,ok
C3808382.xlsx,-3.637978807091713e-12,ok
C3808607.xlsx,0.0,ok
C3808624.xlsx,-9.094947017729282e-12,ok
C3808542.xlsx,0.0,ok
C3808685.xlsx,3.637978807091713e-12,ok
C3808661.xlsx,0.0,ok
C3808908.xlsx,0.0,ok
C3809049.xlsx,0.0,ok
C3808904.xlsx,3.637978807091713e-12,ok
C3808797.xlsx,0.0,ok
C3808664.xlsx,2.9103830456733704e-11,ok
C3809068.xlsx,0.0,ok
C3809186.xlsx,1.4551915228366852e-11,ok
C3809386.xlsx,0.0,ok
C3809468.xlsx,0.0,ok
C3809501.xlsx,0.0,ok
C3809134.xlsx,-64108.34,ok
C3809169.xlsx,3.637978807091713e-12,ok
C3809339.xlsx,29.9800000000032,ok
C3809629.xlsx,0.0,ok
C3809656.xlsx,0.0,ok
C3809886.xlsx,0.0,ok
C3809933.xlsx,-3.637978807091713e-12,ok
C3809932.xlsx,0.0,ok
C3810094.xlsx,0.0,ok
C3809907.xlsx,0.0,ok
C3810145.xlsx,-3.637978807091713e-12,ok
C3810328.xlsx,-5.4569682106375694e-12,ok
C3810303.xlsx,7.275957614183426e-12,ok
C3810557.xlsx,-9.094947017729282e-13,ok
C3810622.xlsx,1.8189894035458565e-12,ok
C3810693.xlsx,0.0,ok
C3810606.xlsx,0.0,ok
C3810627.xlsx,1.8189894035458565e-12,ok
C3810700.xlsx,0.0,ok
C3810757.xlsx,0.0,ok
C3811020.xlsx,3.637978807091713e-12,ok
C3810890.xlsx,0.0,ok
C3810824.xlsx,1.8189894035458565e-12,ok
C3811164.xlsx,1.8189894035458565e-12,ok
C3811152.xlsx,0.0,ok
C3811194.xlsx,0.0,ok
C3810918.xlsx,0.0,ok
C3811386.xlsx,0.0,ok
C3811400.xlsx,-7.275957614183426e-12,ok
C3811363.xlsx,-3.637978807091713e-12,ok
C3811432.xlsx,-1.4551915228366852e-11,ok
C3811745.xlsx,-9.094947017729282e-12,ok
C3811800.xlsx,0.0,ok
C3812050.xlsx,-7.275957614183426e-12,ok
C3812176.xlsx,0.0,ok
C3812584.xlsx,-7.275957614183426e-12,ok
C3812970.xlsx,1.4551915228366852e-11,ok
C3812955.xlsx,0.0,ok
C3812767.xlsx,-3.637978807091713e-12,ok
C3813086.xlsx,1.8189894035458565e-12,ok
C3813164.xlsx,0.0,ok
C3813631.xlsx,0.0,ok
C3813250.xlsx,0.0,ok
C3814494.xlsx,0.0,ok
C3813676.xlsx,0.0,ok
C3814422.xlsx,0.0,ok
C3814539.xlsx,0.0,ok
C3813286.xlsx,3.637978807091713e-12,ok
C3814647.xlsx,0.0,ok
C3814595.xlsx,0.0,ok
C3815040.xlsx,7.275957614183426e-12,ok
C3815017.xlsx,0.0,ok
C3815576.xlsx,0.0,ok
C3814674.xlsx,3.637978807091713e-12,ok
C3815194.xlsx,0.0,ok
C3815718.xlsx,-1.8189894035458565e-12,ok
C3816035.xlsx,0.0,ok
C3815960.xlsx,0.0,ok
C3816058.xlsx,-2.9103830456733704e-11,ok
C3815861.xlsx,1.4551915228366852e-11,ok
C3816280.xlsx,0.0,ok
C3816166.xlsx,7.275957614183426e-12,ok
C3816431.xlsx,7.275957614183426e-12,ok
C3816583.xlsx,-3.637978807091713e-12,ok
C3816658.xlsx,3.637978807091713e-12,ok
C3816546.xlsx,0.0,ok
C3816595.xlsx,0.0,ok
C3816611.xlsx,0.0,ok
C3816708.xlsx,0.0,ok
C3816724.xlsx,0.0,ok
C3816765.xlsx,-3.637978807091713e-12,ok
C3816838.xlsx,0.0,ok
C3816993.xlsx,0.0,ok
C3816946.xlsx,7.275957614183426e-12,ok
C3816928.xlsx,0.0,ok
C3817031.xlsx,0.0,ok
C3816811.xlsx,0.0,ok
C3817099.xlsx,0.0,ok
C3817142.xlsx,0.0,ok
C3817286.xlsx,0.0,ok
C3817191.xlsx,0.0,ok
C3817100.xlsx,-7.275957614183426e-12,ok
C3817342.xlsx,-1.4551915228366852e-11,ok
C3817353.xlsx,0.0,ok
C3817673.xlsx,-3.637978807091713e-12,ok
C3817817.xlsx,0.0,ok
C3817627.xlsx,-7.275957614183426e-12,ok
C3817866.xlsx,0.0,ok
C3817861.xlsx,0.0,ok
C3817880.xlsx,9.094947017729282e-13,ok
C3817812.xlsx,-22871.82,ok
C3817944.xlsx,3.637978807091713e-12,ok
C3818156.xlsx,0.0,ok
C3818045.xlsx,0.0,ok
C3818093.xlsx,0.0,ok
C3818011.xlsx,0.0,ok
C3818070.xlsx,0.0,ok
C3818176.xlsx,1.8189894035458565e-12,ok
C3818214.xlsx,0.0,ok
C3818328.xlsx,0.0,ok
C3818447.xlsx,0.0,ok
C3818390.xlsx,0.0,ok
C3818229.xlsx,0.0,ok
C3818832.xlsx,-3.637978807091713e-12,ok
C3818524.xlsx,0.0,ok
C3818810.xlsx,-5.820766091346741e-11,ok
C3818845.xlsx,0.0,ok
C3819001.xlsx,0.0,ok
C3818934.xlsx,0.0,ok
C3818833.xlsx,-7.275957614183426e-12,ok
C3819028.xlsx,0.0,ok
C3819057.xlsx,7.275957614183426e-12,ok
C3819287.xlsx,-3.637978807091713e-12,ok
C3819293.xlsx,0.0,ok
C3819592.xlsx,0.0,ok
C3819629.xlsx,7.275957614183426e-12,ok
C3819633.xlsx,-3.637978807091713e-12,ok
C3819750.xlsx,7.275957614183426e-12,ok
C3819329.xlsx,-3.637978807091713e-12,ok
C3819785.xlsx,0.0,ok
C3819777.xlsx,0.0,ok
C3819790.xlsx,-5.4569682106375694e-12,ok
C3819970.xlsx,-3.637978807091713e-12,ok
C3819871.xlsx,-1.8189894035458565e-12,ok
C3819975.xlsx,0.0,ok
C3819788.xlsx,-53337.83999999997,ok
C3820009.xlsx,3.637978807091713e-12,ok
C3820143.xlsx,7.275957614183426e-12,ok
C3820134.xlsx,0.0,ok
C3820198.xlsx,0.0,ok
C3820387.xlsx,0.0,ok
C3820336.xlsx,0.0,ok
C3820311.xlsx,-3.637978807091713e-12,ok
C3820740.xlsx,3.637978807091713e-12,ok
C3820763.xlsx,9.094947017729282e-13,ok
C3820446.xlsx,3.637978807091713e-12,ok
C3820967.xlsx,-1.0913936421275139e-11,ok
C3820757.xlsx,0.0,ok
C3820995.xlsx,0.0,ok
C3821012.xlsx,-3.637978807091713e-12,ok
C3821054.xlsx,0.0,ok
C3821667.xlsx,-1.8189894035458565e-12,ok
C3821026.xlsx,-7.275957614183426e-12,ok
C3821572.xlsx,0.0,ok
C3821215.xlsx,0.0,ok
C3821741.xlsx,-7.275957614183426e-12,ok
C3822071.xlsx,-5.4569682106375694e-12,ok
C3822367.xlsx,0.0,ok
C3821903.xlsx,-3.637978807091713e-12,ok
C3821830.xlsx,0.0,ok
C3820760.xlsx,0.0,ok
C3822433.xlsx,0.0,ok
C3822385.xlsx,-7.275957614183426e-12,ok
C3822597.xlsx,4.547473508864641e-12,ok
C3822563.xlsx,0.0,ok
C3822733.xlsx,3.637978807091713e-12,ok
C3822697.xlsx,-3.637978807091713e-12,ok
C3822537.xlsx,-3.637978807091713e-12,ok
C3822649.xlsx,-7.275957614183426e-12,ok
C3822755.xlsx,-3.637978807091713e-12,ok
C3822782.xlsx,1.8189894035458565e-12,ok
C3822809.xlsx,-1.8189894035458565e-12,ok
C3823148.xlsx,3.637978807091713e-12,ok
C3823047.xlsx,9.094947017729282e-13,ok
C3823222.xlsx,3.637978807091713e-12,ok
C3823264.xlsx,-95907.48,ok
C3822912.xlsx,0.0,ok
C3823572.xlsx,0.0,ok
C3823346.xlsx,0.0,ok
C3823345.xlsx,-7.275957614183426e-12,ok
C3823515.xlsx,0.0,ok
C3823660.xlsx,-7.275957614183426e-12,ok
C3823669.xlsx,-7.275957614183426e-12,ok
C3823717.xlsx,0.0,ok
C3823720.xlsx,0.0,ok
C3824004.xlsx,-3.637978807091713e-12,ok
C3824024.xlsx,1.4551915228366852e-11,ok
C3823906.xlsx,0.0,ok
C3824050.xlsx,1.4551915228366852e-11,ok
C3824098.xlsx,3.637978807091713e-12,ok
C3824201.xlsx,1.8189894035458565e-12,ok
C3824120.xlsx,0.0,ok
C3824361.xlsx,3.637978807091713e-12,ok
C3824378.xlsx,3.637978807091713e-12,ok
C3824823.xlsx,0.0,ok
C3824703.xlsx,-1.8189894035458565e-12,ok
C3824487.xlsx,1.8189894035458565e-12,ok
C3825020.xlsx,7.275957614183426e-12,ok
C3825066.xlsx,2.7284841053187847e-12,ok
C3824825.xlsx,3.637978807091713e-12,ok
C3825436.xlsx,-1.8189894035458565e-12,ok
C3825374.xlsx,-4.547473508864641e-12,ok
C3825394.xlsx,-3.637978807091713e-12,ok
C3825540.xlsx,0.0,ok
C3825162.xlsx,-3.637978807091713e-12,ok
C3825085.xlsx,0.0,ok
C3825691.xlsx,3.637978807091713e-12,ok
C3825801.xlsx,0.0,ok
C3825890.xlsx,0.0,ok
C3825842.xlsx,-3.637978807091713e-12,ok
C3826067.xlsx,-3.637978807091713e-12,ok
C3825986.xlsx,-2.7284841053187847e-12,ok
C3826095.xlsx,0.0,ok
C3826171.xlsx,0.0,ok
C3826295.xlsx,0.0,ok
C3826818.xlsx,0.0,ok
C3826510.xlsx,1.8189894035458565e-12,ok
C3826235.xlsx,0.0,ok
C3826752.xlsx,0.0,ok
C3826369.xlsx,-249950.0,ok
C3826889.xlsx,0.0,ok
C3827179.xlsx,0.0,ok
C3827146.xlsx,0.0,ok
C3827205.xlsx,3.637978807091713e-12,ok
C3827207.xlsx,0.0,ok
C3827377.xlsx,0.0,ok
C3827530.xlsx,7.275957614183426e-12,ok
C3827570.xlsx,-7.275957614183426e-12,ok
C3827493.xlsx,0.0,ok
C3827593.xlsx,-4.547473508864641e-12,ok
C3827825.xlsx,0.0,ok
C3828164.xlsx,0.0,ok
C3827724.xlsx,0.0,ok
C3827814.xlsx,0.0,ok
C3828199.xlsx,0.0,ok
C3828272.xlsx,-3.637978807091713e-12,ok
C3828341.xlsx,0.0,ok
C3828379.xlsx,3.637978807091713e-12,ok
C3828309.xlsx,0.0,ok
C3828432.xlsx,-3.637978807091713e-12,ok
C3828361.xlsx,2.7284841053187847e-12,ok
C3828730.xlsx,1.4551915228366852e-11,ok
C3828743.xlsx,0.0,ok
C3828740.xlsx,0.0,ok
C3829117.xlsx,3.637978807091713e-12,ok
C3829212.xlsx,0.0,ok
C3829040.xlsx,-3.637978807091713e-12,ok
C3829020.xlsx,0.0,ok
C3829223.xlsx,0.0,ok
C3829302.xlsx,3.637978807091713e-12,ok
C3829256.xlsx,3.637978807091713e-12,ok
C3829361.xlsx,3.637978807091713e-12,ok
C3829389.xlsx,-220573.94,ok
C3829412.xlsx,0.0,ok
C3829231.xlsx,-279689.88,ok
C3829407.xlsx,0.0,ok
C3829995.xlsx,0.0,ok
C3829808.xlsx,0.0,ok
C3829789.xlsx,0.0,ok
C3829943.xlsx,7.275957614183426e-12,ok
C3830028.xlsx,0.0,ok
C3830106.xlsx,0.0,ok
C3830036.xlsx,0.0,ok
C3830136.xlsx,0.0,ok
C3830124.xlsx,0.0,ok
C3830133.xlsx,0.0,ok
C3830285.xlsx,0.0,ok
C3830254.xlsx,0.0,ok
C3830390.xlsx,0.0,ok
C3830317.xlsx,0.0,ok
C3830419.xlsx,0.0,ok
C3830548.xlsx,3.637978807091713e-12,ok
C3830592.xlsx,-3.637978807091713e-12,ok
C3830717.xlsx,-4.547473508864641e-12,ok
C3830543.xlsx,0.0,ok
C3830835.xlsx,0.0,ok
C3830455.xlsx,0.0,ok
C3830762.xlsx,0.0,ok
C3831024.xlsx,22089.56,ok
C3830848.xlsx,0.0,ok
C3831096.xlsx,0.0,ok
C3831175.xlsx,0.0,ok
C3831440.xlsx,3.637978807091713e-12,ok
C3831365.xlsx,0.0,ok
C3831684.xlsx,0.0,ok
C3831495.xlsx,-1.4551915228366852e-11,ok
C3831666.xlsx,0.0,ok
C3831795.xlsx,0.0,ok
C3831809.xlsx,0.0,ok
C3831979.xlsx,7.275957614183426e-12,ok
C3831951.xlsx,0.0,ok
C3831969.xlsx,-3.637978807091713e-12,ok
C3832008.xlsx,0.0,ok
C3831550.xlsx,0.0,ok
C3832186.xlsx,7.275957614183426e-12,ok
C3832200.xlsx,3.637978807091713e-12,ok
C3832164.xlsx,0.0,ok
C3832618.xlsx,0.0,ok
C3832638.xlsx,0.0,ok
C3832577.xlsx,0.0,ok
C3832783.xlsx,3.637978807091713e-12,ok
C3832275.xlsx,3.637978807091713e-12,ok
C3832663.xlsx,0.0,ok
C3832840.xlsx,0.0,ok
C3833259.xlsx,0.0,ok
C3833509.xlsx,0.0,ok
C3833654.xlsx,7.275957614183426e-12,ok
C3833563.xlsx,0.0,ok
C3833620.xlsx,-3.637978807091713e-12,ok
C3833810.xlsx,3.637978807091713e-12,ok
C3834007.xlsx,0.0,ok
C3833836.xlsx,7.275957614183426e-12,ok
C3834318.xlsx,-7.275957614183426e-12,ok
C3834642.xlsx,0.0,ok
C3834727.xlsx,0.0,ok
C3834391.xlsx,3.637978807091713e-12,ok
C3834798.xlsx,0.0,ok
C3834760.xlsx,0.0,ok
C3834817.xlsx,0.0,ok
C3834899.xlsx,0.0,ok
C3834920.xlsx,0.0,ok
C3834955.xlsx,-4.547473508864641e-12,ok
C3835255.xlsx,-3.637978807091713e-12,ok
C3835068.xlsx,0.0,ok
C3834939.xlsx,0.0,ok
C3835234.xlsx,-23263.500000000004,ok
C3835609.xlsx,0.0,ok
C3835539.xlsx,-1.0913936421275139e-11,ok
C3835581.xlsx,1.4551915228366852e-11,ok
C3835633.xlsx,0.0,ok
C3835523.xlsx,0.0,ok
C3835358.xlsx,0.0,ok
C3835657.xlsx,0.0,ok
C3835787.xlsx,-5.4569682106375694e-12,ok
C3836043.xlsx,0.0,ok
C3836209.xlsx,0.0,ok
C3836176.xlsx,-3.637978807091713e-12,ok
C3836214.xlsx,0.0,ok
C3836030.xlsx,-1.8189894035458565e-12,ok
C3836234.xlsx,0.0,ok
C3836277.xlsx,-2.9103830456733704e-11,ok
C3836265.xlsx,-3.637978807091713e-12,ok
C3836341.xlsx,-7.275957614183426e-12,ok
C3836410.xlsx,7.275957614183426e-12,ok
C3836302.xlsx,0.0,ok
C3836773.xlsx,-1.8189894035458565e-12,ok
C3836351.xlsx,0.0,ok
C3836589.xlsx,7.275957614183426e-12,ok
C3836572.xlsx,7.275957614183426e-12,ok
C3836814.xlsx,0.0,ok
C3836876.xlsx,0.0,ok
C3837064.xlsx,0.0,ok
C3837133.xlsx,7.275957614183426e-12,ok
C3837171.xlsx,0.0,ok
C3837490.xlsx,0.0,ok
C3837428.xlsx,3.637978807091713e-12,ok
C3837221.xlsx,-4.547473508864641e-13,ok
C3837408.xlsx,0.0,ok
C3837419.xlsx,0.0,ok
C3837536.xlsx,0.0,ok
C3837502.xlsx,3.637978807091713e-12,ok
C3837670.xlsx,7.275957614183426e-12,ok
C3837565.xlsx,7.275957614183426e-12,ok
C3837597.xlsx,0.0,ok
C3837854.xlsx,0.0,ok
C3837856.xlsx,3.637978807091713e-12,ok
C3837936.xlsx,0.0,ok
C3838221.xlsx,7.275957614183426e-12,ok
C3838337.xlsx,7.275957614183426e-12,ok
C3838569.xlsx,7.275957614183426e-12,ok
C3838240.xlsx,0.0,ok
C3838618.xlsx,0.0,ok
C3838670.xlsx,0.0,ok
C3839004.xlsx,7.275957614183426e-12,ok
C3838891.xlsx,0.0,ok
C3839331.xlsx,0.0,ok
C3839630.xlsx,0.0,ok
C3838928.xlsx,7.275957614183426e-12,ok
C3838880.xlsx,3.637978807091713e-12,ok
C3839672.xlsx,0.0,ok
C3839857.xlsx,0.0,ok
C3839725.xlsx,0.0,ok
C3839975.xlsx,3.637978807091713e-12,ok
C3839954.xlsx,0.0,ok
C3839886.xlsx,-314534.7,ok
C3840024.xlsx,-3.637978807091713e-12,ok
C3840090.xlsx,-3.637978807091713e-12,ok
C3839989.xlsx,0.0,ok
C3840170.xlsx,0.0,ok
C3840095.xlsx,3.637978807091713e-12,ok
C3840172.xlsx,0.0,ok
C3840303.xlsx,0.0,ok
C3840212.xlsx,0.0,ok
C3840213.xlsx,-7.275957614183426e-12,ok
C3840629.xlsx,-9.094947017729282e-12,ok
C3840394.xlsx,-1.8189894035458565e-12,ok
C3840601.xlsx,0.0,ok
C3840691.xlsx,0.0,ok
C3840872.xlsx,0.0,ok
C3841112.xlsx,-7.275957614183426e-12,ok
C3841359.xlsx,3.637978807091713e-12,ok
C3841230.xlsx,-3.637978807091713e-12,ok
C3841241.xlsx,3.637978807091713e-12,ok
C3841076.xlsx,0.0,ok
C3841381.xlsx,7.275957614183426e-12,ok
C3842187.xlsx,-2.7284841053187847e-12,ok
C3842106.xlsx,1.8189894035458565e-12,ok
C3842247.xlsx,0.0,ok
C3841564.xlsx,7.275957614183426e-12,ok
C3842280.xlsx,9.094947017729282e-13,ok
C3841401.xlsx,-7.275957614183426e-12,ok
C3842313.xlsx,0.0,ok
C3842326.xlsx,0.0,ok
C3842358.xlsx,-7.275957614183426e-12,ok
C3842347.xlsx,-3.637978807091713e-12,ok
C3842683.xlsx,0.0,ok
C3842740.xlsx,0.0,ok
C3842652.xlsx,-7.275957614183426e-12,ok
C3842750.xlsx,0.0,ok
C3842991.xlsx,-3.637978807091713e-12,ok
C3843183.xlsx,-3.637978807091713e-12,ok
C3843740.xlsx,-7.275957614183426e-12,ok
C3843557.xlsx,-3.637978807091713e-12,ok
C3843428.xlsx,0.0,ok
C3844064.xlsx,0.0,ok
C3844473.xlsx,-3.637978807091713e-12,ok
C3844556.xlsx,0.0,ok
C3844767.xlsx,0.0,ok
C3844745.xlsx,1.8189894035458565e-12,ok
C3844665.xlsx,0.0,ok
C3844592.xlsx,-66920.22,ok
C3844824.xlsx,0.0,ok
C3845156.xlsx,9.094947017729282e-13,ok
C3845010.xlsx,0.0,ok
C3845192.xlsx,0.0,ok
C3845315.xlsx,-1.8189894035458565e-12,ok
C3845322.xlsx,-3.637978807091713e-12,ok
C3845214.xlsx,0.0,ok
C3845447.xlsx,-1.4551915228366852e-11,ok
C3845495.xlsx,7.275957614183426e-12,ok
C3845623.xlsx,0.0,ok
C3845517.xlsx,0.0,ok
C3845527.xlsx,-7.275957614183426e-12,ok
C3845516.xlsx,0.0,ok
C3845766.xlsx,-3.637978807091713e-12,ok
C3845858.xlsx,-3.637978807091713e-12,ok
C3845958.xlsx,9.094947017729282e-13,ok
C3846070.xlsx,4.547473508864641e-12,ok
C3845685.xlsx,0.0,ok
C3846255.xlsx,0.0,ok
C3846160.xlsx,3.637978807091713e-12,ok
C3846429.xlsx,-7.275957614183426e-12,ok
C3846332.xlsx,0.0,ok
C3846349.xlsx,3.637978807091713e-12,ok
C3846537.xlsx,0.0,ok
C3846629.xlsx,0.0,ok
C3846782.xlsx,0.0,ok
C3846939.xlsx,2.7284841053187847e-12,ok
C3846893.xlsx,1.4551915228366852e-11,ok
C3847020.xlsx,0.0,ok
C3847060.xlsx,0.0,ok
C3847446.xlsx,-7.275957614183426e-12,ok
C3847123.xlsx,4.547473508864641e-12,ok
C3847455.xlsx,0.0,ok
C3847487.xlsx,1.8189894035458565e-12,ok
C3847571.xlsx,0.0,ok
C3847635.xlsx,3.637978807091713e-12,ok
C3847658.xlsx,-7.275957614183426e-12,ok
C3847780.xlsx,0.0,ok
C3847744.xlsx,1.4551915228366852e-11,ok
C3847777.xlsx,0.0,ok
C3847943.xlsx,3.637978807091713e-12,ok
C3848193.xlsx,0.0,ok
C3848246.xlsx,0.0,ok
C3848179.xlsx,0.0,ok
C3848294.xlsx,0.0,ok
C3848291.xlsx,1.4551915228366852e-11,ok
C3848471.xlsx,-2.9103830456733704e-11,ok
C3848487.xlsx,3.637978807091713e-12,ok
C3848497.xlsx,7.275957614183426e-12,ok
C3848569.xlsx,0.0,ok
C3848802.xlsx,0.0,ok
C3848345.xlsx,-232670.6,ok
C3849113.xlsx,3.637978807091713e-12,ok
C3849204.xlsx,0.0,ok
C3849679.xlsx,0.0,ok
C3849272.xlsx,-7.275957614183426e-12,ok
C3849457.xlsx,0.0,ok
C3849614.xlsx,3.637978807091713e-12,ok
C3849464.xlsx,3.637978807091713e-12,ok
C3849745.xlsx,-1.8189894035458565e-12,ok
C3849502.xlsx,0.0,ok
C3849823.xlsx,3.637978807091713e-12,ok
C3849863.xlsx,0.0,ok
C3849868.xlsx,0.0,ok
C3849855.xlsx,0.0,ok
C3849946.xlsx,0.0,ok
C3849968.xlsx,0.0,ok
C3850189.xlsx,7.275957614183426e-12,ok
C3850206.xlsx,3.637978807091713e-12,ok
C3850396.xlsx,0.0,ok
C3850502.xlsx,-3.637978807091713e-12,ok
C3850352.xlsx,0.0,ok
C3850262.xlsx,0.0,ok
C3850670.xlsx,-7.275957614183426e-12,ok
C3850706.xlsx,0.0,ok
C3850778.xlsx,0.0,ok
C3850735.xlsx,1.8189894035458565e-12,ok
C3850833.xlsx,-1.4551915228366852e-11,ok
C3851312.xlsx,0.0,ok
C3851189.xlsx,0.0,ok
C3851479.xlsx,0.0,ok
C3851610.xlsx,0.0,ok
C3852164.xlsx,1.4551915228366852e-11,ok
C3851695.xlsx,0.0,ok
C3851926.xlsx,7.275957614183426e-12,ok
C3851757.xlsx,7.275957614183426e-12,ok
C3852469.xlsx,-9.094947017729282e-12,ok
C3852402.xlsx,0.0,ok
C3852420.xlsx,-199944.00000000003,ok
C3852596.xlsx,0.0,ok
C3852614.xlsx,0.0,ok
