arquivo,arquivo_completo,aba,valor_ultimo_na_linha,status
C3384305.xlsx,data/output/C3384305.xlsx,IR_CS_ANUAL,0,ok
C3384475.xlsx,data/output/C3384475.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3385119.xlsx,data/output/C3385119.xlsx,IR_CS_ANUAL,0,ok
C3384970.xlsx,data/output/C3384970.xlsx,IR_CS_ANUAL,-1.4551915228366852e-11,ok
C3385101.xlsx,data/output/C3385101.xlsx,IR_CS_ANUAL,0,ok
C3385205.xlsx,data/output/C3385205.xlsx,IR_CS_ANUAL,-108813.2,ok
C3385355.xlsx,data/output/C3385355.xlsx,IR_CS_ANUAL,0,ok
C3385245.xlsx,data/output/C3385245.xlsx,IR_CS_ANUAL,0,ok
C3385374.xlsx,data/output/C3385374.xlsx,IR_CS_ANUAL,-1.8189894035458565e-12,ok
C3385381.xlsx,data/output/C3385381.xlsx,IR_CS_ANUAL,0,ok
C3385733.xlsx,data/output/C3385733.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3385864.xlsx,data/output/C3385864.xlsx,IR_CS_ANUAL,0,ok
C3385265.xlsx,data/output/C3385265.xlsx,IR_CS_ANUAL,0,ok
C3385739.xlsx,data/output/C3385739.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3385810.xlsx,data/output/C3385810.xlsx,IR_CS_ANUAL,0,ok
C3385989.xlsx,data/output/C3385989.xlsx,IR_CS_ANUAL,0,ok
C3386148.xlsx,data/output/C3386148.xlsx,IR_CS_ANUAL,0,ok
C3386199.xlsx,data/output/C3386199.xlsx,IR_CS_ANUAL,9.094947017729282e-13,ok
C3386061.xlsx,data/output/C3386061.xlsx,IR_CS_ANUAL,-1.8189894035458565e-12,ok
C3386387.xlsx,data/output/C3386387.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3386324.xlsx,data/output/C3386324.xlsx,IR_CS_ANUAL,-1.8189894035458565e-12,ok
C3386422.xlsx,data/output/C3386422.xlsx,IR_CS_ANUAL,0,ok
C3386475.xlsx,data/output/C3386475.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3386881.xlsx,data/output/C3386881.xlsx,IR_CS_ANUAL,0,ok
C3386441.xlsx,data/output/C3386441.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3386476.xlsx,data/output/C3386476.xlsx,IR_CS_ANUAL,0,ok
C3386960.xlsx,data/output/C3386960.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3386983.xlsx,data/output/C3386983.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3387255.xlsx,data/output/C3387255.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3387348.xlsx,data/output/C3387348.xlsx,IR_CS_ANUAL,-2.7284841053187847e-12,ok
C3387515.xlsx,data/output/C3387515.xlsx,IR_CS_ANUAL,-7.275957614183426e-12,ok
C3387240.xlsx,data/output/C3387240.xlsx,IR_CS_ANUAL,0,ok
C3387230.xlsx,data/output/C3387230.xlsx,IR_CS_ANUAL,0,ok
C3387234.xlsx,data/output/C3387234.xlsx,IR_CS_ANUAL,-115254.84,ok
C3387752.xlsx,data/output/C3387752.xlsx,IR_CS_ANUAL,-7.275957614183426e-12,ok
C3387806.xlsx,data/output/C3387806.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3388225.xlsx,data/output/C3388225.xlsx,IR_CS_ANUAL,0,ok
C3388042.xlsx,data/output/C3388042.xlsx,IR_CS_ANUAL,-1.8189894035458565e-12,ok
C3388355.xlsx,data/output/C3388355.xlsx,IR_CS_ANUAL,0,ok
C3387820.xlsx,data/output/C3387820.xlsx,IR_CS_ANUAL,0,ok
C3388304.xlsx,data/output/C3388304.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3388330.xlsx,data/output/C3388330.xlsx,IR_CS_ANUAL,0,ok
C3388395.xlsx,data/output/C3388395.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3388693.xlsx,data/output/C3388693.xlsx,IR_CS_ANUAL,0,ok
C3388571.xlsx,data/output/C3388571.xlsx,IR_CS_ANUAL,0,ok
C3388553.xlsx,data/output/C3388553.xlsx,IR_CS_ANUAL,0,ok
C3388598.xlsx,data/output/C3388598.xlsx,IR_CS_ANUAL,0,ok
C3388806.xlsx,data/output/C3388806.xlsx,IR_CS_ANUAL,0,ok
C3388722.xlsx,data/output/C3388722.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3388841.xlsx,data/output/C3388841.xlsx,IR_CS_ANUAL,-1.8189894035458565e-12,ok
C3388917.xlsx,data/output/C3388917.xlsx,IR_CS_ANUAL,5.4569682106375694e-12,ok
C3389392.xlsx,data/output/C3389392.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3388985.xlsx,data/output/C3388985.xlsx,IR_CS_ANUAL,-7.275957614183426e-12,ok
C3389695.xlsx,data/output/C3389695.xlsx,IR_CS_ANUAL,1.8189894035458565e-12,ok
C3389562.xlsx,data/output/C3389562.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3389787.xlsx,data/output/C3389787.xlsx,IR_CS_ANUAL,0,ok
C3389757.xlsx,data/output/C3389757.xlsx,IR_CS_ANUAL,-7.275957614183426e-12,ok
C3389817.xlsx,data/output/C3389817.xlsx,IR_CS_ANUAL,0,ok
C3389948.xlsx,data/output/C3389948.xlsx,IR_CS_ANUAL,5.4569682106375694e-12,ok
C3389827.xlsx,data/output/C3389827.xlsx,IR_CS_ANUAL,2.7284841053187847e-12,ok
C3390170.xlsx,data/output/C3390170.xlsx,IR_CS_ANUAL,0,ok
C3390366.xlsx,data/output/C3390366.xlsx,IR_CS_ANUAL,0,ok
C3389990.xlsx,data/output/C3389990.xlsx,IR_CS_ANUAL,-74834.78,ok
C3390513.xlsx,data/output/C3390513.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3390174.xlsx,data/output/C3390174.xlsx,IR_CS_ANUAL,-9409.58,ok
C3390533.xlsx,data/output/C3390533.xlsx,IR_CS_ANUAL,-7.275957614183426e-12,ok
C3390468.xlsx,data/output/C3390468.xlsx,IR_CS_ANUAL,0,ok
C3390570.xlsx,data/output/C3390570.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3391059.xlsx,data/output/C3391059.xlsx,IR_CS_ANUAL,2.7284841053187847e-12,ok
C3390945.xlsx,data/output/C3390945.xlsx,IR_CS_ANUAL,0,ok
C3391298.xlsx,data/output/C3391298.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3391089.xlsx,data/output/C3391089.xlsx,IR_CS_ANUAL,0,ok
C3390863.xlsx,data/output/C3390863.xlsx,IR_CS_ANUAL,0,ok
C3391421.xlsx,data/output/C3391421.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3391556.xlsx,data/output/C3391556.xlsx,IR_CS_ANUAL,0,ok
C3391841.xlsx,data/output/C3391841.xlsx,IR_CS_ANUAL,0,ok
C3391842.xlsx,data/output/C3391842.xlsx,IR_CS_ANUAL,0,ok
C3391636.xlsx,data/output/C3391636.xlsx,IR_CS_ANUAL,0,ok
C3391620.xlsx,data/output/C3391620.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3392145.xlsx,data/output/C3392145.xlsx,IR_CS_ANUAL,-7.275957614183426e-12,ok
C3392186.xlsx,data/output/C3392186.xlsx,IR_CS_ANUAL,0,ok
C3392284.xlsx,data/output/C3392284.xlsx,IR_CS_ANUAL,0,ok
C3392451.xlsx,data/output/C3392451.xlsx,IR_CS_ANUAL,0,ok
C3392471.xlsx,data/output/C3392471.xlsx,IR_CS_ANUAL,0,ok
C3392657.xlsx,data/output/C3392657.xlsx,IR_CS_ANUAL,9.094947017729282e-13,ok
C3392662.xlsx,data/output/C3392662.xlsx,IR_CS_ANUAL,0,ok
C3392300.xlsx,data/output/C3392300.xlsx,IR_CS_ANUAL,0,ok
C3392686.xlsx,data/output/C3392686.xlsx,IR_CS_ANUAL,0,ok
C3393448.xlsx,data/output/C3393448.xlsx,IR_CS_ANUAL,18506.24,ok
C3392871.xlsx,data/output/C3392871.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3393210.xlsx,data/output/C3393210.xlsx,IR_CS_ANUAL,0,ok
C3393521.xlsx,data/output/C3393521.xlsx,IR_CS_ANUAL,0,ok
C3393335.xlsx,data/output/C3393335.xlsx,IR_CS_ANUAL,1.8189894035458565e-12,ok
C3393706.xlsx,data/output/C3393706.xlsx,IR_CS_ANUAL,-7.275957614183426e-12,ok
C3393491.xlsx,data/output/C3393491.xlsx,IR_CS_ANUAL,-54206.26,ok
C3394279.xlsx,data/output/C3394279.xlsx,IR_CS_ANUAL,-1.8189894035458565e-12,ok
C3394176.xlsx,data/output/C3394176.xlsx,IR_CS_ANUAL,0,ok
C3393772.xlsx,data/output/C3393772.xlsx,IR_CS_ANUAL,-1.8189894035458565e-12,ok
C3393798.xlsx,data/output/C3393798.xlsx,IR_CS_ANUAL,0,ok
C3393807.xlsx,data/output/C3393807.xlsx,IR_CS_ANUAL,0,ok
C3394522.xlsx,data/output/C3394522.xlsx,IR_CS_ANUAL,0,ok
C3395213.xlsx,data/output/C3395213.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3394672.xlsx,data/output/C3394672.xlsx,IR_CS_ANUAL,9.094947017729282e-13,ok
C3395878.xlsx,data/output/C3395878.xlsx,IR_CS_ANUAL,0,ok
C3396022.xlsx,data/output/C3396022.xlsx,IR_CS_ANUAL,-7.275957614183426e-12,ok
C3396095.xlsx,data/output/C3396095.xlsx,IR_CS_ANUAL,0,ok
C3396213.xlsx,data/output/C3396213.xlsx,IR_CS_ANUAL,0,ok
C3396685.xlsx,data/output/C3396685.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3395820.xlsx,data/output/C3395820.xlsx,IR_CS_ANUAL,-32786.84,ok
C3397272.xlsx,data/output/C3397272.xlsx,IR_CS_ANUAL,-1.8189894035458565e-12,ok
C3397375.xlsx,data/output/C3397375.xlsx,IR_CS_ANUAL,0,ok
C3397240.xlsx,data/output/C3397240.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3397616.xlsx,data/output/C3397616.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3397379.xlsx,data/output/C3397379.xlsx,IR_CS_ANUAL,0,ok
C3397751.xlsx,data/output/C3397751.xlsx,IR_CS_ANUAL,4.547473508864641e-12,ok
C3398005.xlsx,data/output/C3398005.xlsx,IR_CS_ANUAL,0,ok
C3398429.xlsx,data/output/C3398429.xlsx,IR_CS_ANUAL,-1.8189894035458565e-12,ok
C3398420.xlsx,data/output/C3398420.xlsx,IR_CS_ANUAL,-86873.56,ok
C3398308.xlsx,data/output/C3398308.xlsx,IR_CS_ANUAL,9.094947017729282e-13,ok
C3398610.xlsx,data/output/C3398610.xlsx,IR_CS_ANUAL,0,ok
C3398622.xlsx,data/output/C3398622.xlsx,IR_CS_ANUAL,0,ok
C3398640.xlsx,data/output/C3398640.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3398715.xlsx,data/output/C3398715.xlsx,IR_CS_ANUAL,-2.7284841053187847e-12,ok
C3399328.xlsx,data/output/C3399328.xlsx,IR_CS_ANUAL,0,ok
C3399172.xlsx,data/output/C3399172.xlsx,IR_CS_ANUAL,-2.7284841053187847e-12,ok
C3398634.xlsx,data/output/C3398634.xlsx,IR_CS_ANUAL,-7.275957614183426e-12,ok
C3399141.xlsx,data/output/C3399141.xlsx,IR_CS_ANUAL,0,ok
C3399004.xlsx,data/output/C3399004.xlsx,IR_CS_ANUAL,0,ok
C3399486.xlsx,data/output/C3399486.xlsx,IR_CS_ANUAL,1.4551915228366852e-11,ok
C3399688.xlsx,data/output/C3399688.xlsx,IR_CS_ANUAL,0,ok
C3399624.xlsx,data/output/C3399624.xlsx,IR_CS_ANUAL,0,ok
C3399773.xlsx,data/output/C3399773.xlsx,IR_CS_ANUAL,9.094947017729282e-13,ok
C3399858.xlsx,data/output/C3399858.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3399892.xlsx,data/output/C3399892.xlsx,IR_CS_ANUAL,0,ok
C3400149.xlsx,data/output/C3400149.xlsx,IR_CS_ANUAL,9.094947017729282e-12,ok
C3400374.xlsx,data/output/C3400374.xlsx,IR_CS_ANUAL,0,ok
C3400117.xlsx,data/output/C3400117.xlsx,IR_CS_ANUAL,0,ok
C3400473.xlsx,data/output/C3400473.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3400585.xlsx,data/output/C3400585.xlsx,IR_CS_ANUAL,-9554.12,ok
C3400537.xlsx,data/output/C3400537.xlsx,IR_CS_ANUAL,0,ok
C3400910.xlsx,data/output/C3400910.xlsx,IR_CS_ANUAL,0,ok
C3400951.xlsx,data/output/C3400951.xlsx,IR_CS_ANUAL,0,ok
C3400955.xlsx,data/output/C3400955.xlsx,IR_CS_ANUAL,0,ok
C3401155.xlsx,data/output/C3401155.xlsx,IR_CS_ANUAL,0,ok
C3401499.xlsx,data/output/C3401499.xlsx,IR_CS_ANUAL,0,ok
C3401770.xlsx,data/output/C3401770.xlsx,IR_CS_ANUAL,-1.4551915228366852e-11,ok
C3401190.xlsx,data/output/C3401190.xlsx,IR_CS_ANUAL,0,ok
C3401817.xlsx,data/output/C3401817.xlsx,IR_CS_ANUAL,0,ok
C3401682.xlsx,data/output/C3401682.xlsx,IR_CS_ANUAL,-1.8189894035458565e-12,ok
C3401847.xlsx,data/output/C3401847.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3402126.xlsx,data/output/C3402126.xlsx,IR_CS_ANUAL,0,ok
C3402281.xlsx,data/output/C3402281.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3402552.xlsx,data/output/C3402552.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3402580.xlsx,data/output/C3402580.xlsx,IR_CS_ANUAL,0,ok
C3402578.xlsx,data/output/C3402578.xlsx,IR_CS_ANUAL,0,ok
C3402610.xlsx,data/output/C3402610.xlsx,IR_CS_ANUAL,0,ok
C3402645.xlsx,data/output/C3402645.xlsx,IR_CS_ANUAL,1.8189894035458565e-12,ok
C3402427.xlsx,data/output/C3402427.xlsx,IR_CS_ANUAL,-80737.18,ok
C3402848.xlsx,data/output/C3402848.xlsx,IR_CS_ANUAL,0,ok
C3402664.xlsx,data/output/C3402664.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3402895.xlsx,data/output/C3402895.xlsx,IR_CS_ANUAL,0,ok
C3403175.xlsx,data/output/C3403175.xlsx,IR_CS_ANUAL,0,ok
C3403140.xlsx,data/output/C3403140.xlsx,IR_CS_ANUAL,0,ok
C3403532.xlsx,data/output/C3403532.xlsx,IR_CS_ANUAL,0,ok
C3403502.xlsx,data/output/C3403502.xlsx,IR_CS_ANUAL,0,ok
C3403594.xlsx,data/output/C3403594.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3403966.xlsx,data/output/C3403966.xlsx,IR_CS_ANUAL,-9.094947017729282e-13,ok
C3403848.xlsx,data/output/C3403848.xlsx,IR_CS_ANUAL,0,ok
C3403735.xlsx,data/output/C3403735.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3404008.xlsx,data/output/C3404008.xlsx,IR_CS_ANUAL,0,ok
C3404048.xlsx,data/output/C3404048.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3404182.xlsx,data/output/C3404182.xlsx,IR_CS_ANUAL,0,ok
C3404143.xlsx,data/output/C3404143.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3404160.xlsx,data/output/C3404160.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3404270.xlsx,data/output/C3404270.xlsx,IR_CS_ANUAL,1.8189894035458565e-12,ok
C3404402.xlsx,data/output/C3404402.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3404299.xlsx,data/output/C3404299.xlsx,IR_CS_ANUAL,0,ok
C3404415.xlsx,data/output/C3404415.xlsx,IR_CS_ANUAL,0,ok
C3404561.xlsx,data/output/C3404561.xlsx,IR_CS_ANUAL,2.9103830456733704e-11,ok
C3404772.xlsx,data/output/C3404772.xlsx,IR_CS_ANUAL,0,ok
C3404435.xlsx,data/output/C3404435.xlsx,IR_CS_ANUAL,-46999.06,ok
C3405007.xlsx,data/output/C3405007.xlsx,IR_CS_ANUAL,1.8189894035458565e-12,ok
C3404854.xlsx,data/output/C3404854.xlsx,IR_CS_ANUAL,0,ok
C3404936.xlsx,data/output/C3404936.xlsx,IR_CS_ANUAL,-1.8189894035458565e-12,ok
C3405082.xlsx,data/output/C3405082.xlsx,IR_CS_ANUAL,0,ok
C3405118.xlsx,data/output/C3405118.xlsx,IR_CS_ANUAL,0,ok
C3405283.xlsx,data/output/C3405283.xlsx,IR_CS_ANUAL,0,ok
C3405273.xlsx,data/output/C3405273.xlsx,IR_CS_ANUAL,0,ok
C3405419.xlsx,data/output/C3405419.xlsx,IR_CS_ANUAL,0,ok
C3405378.xlsx,data/output/C3405378.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3405462.xlsx,data/output/C3405462.xlsx,IR_CS_ANUAL,0,ok
C3405549.xlsx,data/output/C3405549.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3405520.xlsx,data/output/C3405520.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3405647.xlsx,data/output/C3405647.xlsx,IR_CS_ANUAL,0,ok
C3405768.xlsx,data/output/C3405768.xlsx,IR_CS_ANUAL,0,ok
C3405831.xlsx,data/output/C3405831.xlsx,IR_CS_ANUAL,0,ok
C3405863.xlsx,data/output/C3405863.xlsx,IR_CS_ANUAL,0,ok
C3405864.xlsx,data/output/C3405864.xlsx,IR_CS_ANUAL,0,ok
C3405801.xlsx,data/output/C3405801.xlsx,IR_CS_ANUAL,0,ok
C3405901.xlsx,data/output/C3405901.xlsx,IR_CS_ANUAL,-7.275957614183426e-12,ok
C3405908.xlsx,data/output/C3405908.xlsx,IR_CS_ANUAL,0,ok
C3405867.xlsx,data/output/C3405867.xlsx,IR_CS_ANUAL,0,ok
C3406061.xlsx,data/output/C3406061.xlsx,IR_CS_ANUAL,0,ok
C3405938.xlsx,data/output/C3405938.xlsx,IR_CS_ANUAL,-1.8189894035458565e-12,ok
C3405934.xlsx,data/output/C3405934.xlsx,IR_CS_ANUAL,0,ok
C3406095.xlsx,data/output/C3406095.xlsx,IR_CS_ANUAL,0,ok
C3405985.xlsx,data/output/C3405985.xlsx,IR_CS_ANUAL,0,ok
C3406127.xlsx,data/output/C3406127.xlsx,IR_CS_ANUAL,0,ok
C3406283.xlsx,data/output/C3406283.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3406378.xlsx,data/output/C3406378.xlsx,IR_CS_ANUAL,-102527.6,ok
C3406797.xlsx,data/output/C3406797.xlsx,IR_CS_ANUAL,0,ok
C3406846.xlsx,data/output/C3406846.xlsx,IR_CS_ANUAL,-7.275957614183426e-12,ok
C3406962.xlsx,data/output/C3406962.xlsx,IR_CS_ANUAL,0,ok
C3407314.xlsx,data/output/C3407314.xlsx,IR_CS_ANUAL,0,ok
C3407415.xlsx,data/output/C3407415.xlsx,IR_CS_ANUAL,0,ok
C3407260.xlsx,data/output/C3407260.xlsx,IR_CS_ANUAL,0,ok
C3407495.xlsx,data/output/C3407495.xlsx,IR_CS_ANUAL,1.8189894035458565e-12,ok
C3407497.xlsx,data/output/C3407497.xlsx,IR_CS_ANUAL,0,ok
C3407502.xlsx,data/output/C3407502.xlsx,IR_CS_ANUAL,0,ok
C3407655.xlsx,data/output/C3407655.xlsx,IR_CS_ANUAL,5.4569682106375694e-12,ok
C3407632.xlsx,data/output/C3407632.xlsx,IR_CS_ANUAL,0,ok
C3407791.xlsx,data/output/C3407791.xlsx,IR_CS_ANUAL,0,ok
C3407877.xlsx,data/output/C3407877.xlsx,IR_CS_ANUAL,0,ok
C3407933.xlsx,data/output/C3407933.xlsx,IR_CS_ANUAL,0,ok
C3408399.xlsx,data/output/C3408399.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3408049.xlsx,data/output/C3408049.xlsx,IR_CS_ANUAL,0,ok
C3408588.xlsx,data/output/C3408588.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3408719.xlsx,data/output/C3408719.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3408543.xlsx,data/output/C3408543.xlsx,IR_CS_ANUAL,-9.094947017729282e-13,ok
C3408904.xlsx,data/output/C3408904.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3408808.xlsx,data/output/C3408808.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3408998.xlsx,data/output/C3408998.xlsx,IR_CS_ANUAL,0,ok
C3409240.xlsx,data/output/C3409240.xlsx,IR_CS_ANUAL,1.4551915228366852e-11,ok
C3409374.xlsx,data/output/C3409374.xlsx,IR_CS_ANUAL,-1.4551915228366852e-11,ok
C3409709.xlsx,data/output/C3409709.xlsx,IR_CS_ANUAL,0,ok
C3409446.xlsx,data/output/C3409446.xlsx,IR_CS_ANUAL,0,ok
C3408709.xlsx,data/output/C3408709.xlsx,IR_CS_ANUAL,-34126.9,ok
C3409746.xlsx,data/output/C3409746.xlsx,IR_CS_ANUAL,0,ok
C3409980.xlsx,data/output/C3409980.xlsx,IR_CS_ANUAL,0,ok
C3409772.xlsx,data/output/C3409772.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3410523.xlsx,data/output/C3410523.xlsx,IR_CS_ANUAL,0,ok
C3410058.xlsx,data/output/C3410058.xlsx,IR_CS_ANUAL,0,ok
C3410455.xlsx,data/output/C3410455.xlsx,IR_CS_ANUAL,0,ok
C3410667.xlsx,data/output/C3410667.xlsx,IR_CS_ANUAL,0,ok
C3410584.xlsx,data/output/C3410584.xlsx,IR_CS_ANUAL,0,ok
C3410274.xlsx,data/output/C3410274.xlsx,IR_CS_ANUAL,0,ok
C3410832.xlsx,data/output/C3410832.xlsx,IR_CS_ANUAL,0,ok
C3411017.xlsx,data/output/C3411017.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3411073.xlsx,data/output/C3411073.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3411500.xlsx,data/output/C3411500.xlsx,IR_CS_ANUAL,0,ok
C3411087.xlsx,data/output/C3411087.xlsx,IR_CS_ANUAL,0,ok
C3411230.xlsx,data/output/C3411230.xlsx,IR_CS_ANUAL,0,ok
C3411165.xlsx,data/output/C3411165.xlsx,IR_CS_ANUAL,0,ok
C3411555.xlsx,data/output/C3411555.xlsx,IR_CS_ANUAL,0,ok
C3411643.xlsx,data/output/C3411643.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3411756.xlsx,data/output/C3411756.xlsx,IR_CS_ANUAL,-9.094947017729282e-13,ok
C3411658.xlsx,data/output/C3411658.xlsx,IR_CS_ANUAL,0,ok
C3411758.xlsx,data/output/C3411758.xlsx,IR_CS_ANUAL,5.4569682106375694e-12,ok
C3411962.xlsx,data/output/C3411962.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3411983.xlsx,data/output/C3411983.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3411972.xlsx,data/output/C3411972.xlsx,IR_CS_ANUAL,0,ok
C3412139.xlsx,data/output/C3412139.xlsx,IR_CS_ANUAL,0,ok
C3412122.xlsx,data/output/C3412122.xlsx,IR_CS_ANUAL,3.637978807091713e-12,ok
C3412318.xlsx,data/output/C3412318.xlsx,IR_CS_ANUAL,0,ok
C3412311.xlsx,data/output/C3412311.xlsx,IR_CS_ANUAL,0,ok
C3412381.xlsx,data/output/C3412381.xlsx,IR_CS_ANUAL,0,ok
C3412647.xlsx,data/output/C3412647.xlsx,IR_CS_ANUAL,-1.4551915228366852e-11,ok
C3412541.xlsx,data/output/C3412541.xlsx,IR_CS_ANUAL,1.8189894035458565e-12,ok
C3412894.xlsx,data/output/C3412894.xlsx,IR_CS_ANUAL,1.8189894035458565e-12,ok
C3412783.xlsx,data/output/C3412783.xlsx,IR_CS_ANUAL,0,ok
C3412808.xlsx,data/output/C3412808.xlsx,IR_CS_ANUAL,0,ok
C3412508.xlsx,data/output/C3412508.xlsx,IR_CS_ANUAL,0,ok
C3413180.xlsx,data/output/C3413180.xlsx,IR_CS_ANUAL,0,ok
C3413160.xlsx,data/output/C3413160.xlsx,IR_CS_ANUAL,0,ok
C3413138.xlsx,data/output/C3413138.xlsx,IR_CS_ANUAL,-42288.16,ok
C3413541.xlsx,data/output/C3413541.xlsx,IR_CS_ANUAL,0,ok
C3413321.xlsx,data/output/C3413321.xlsx,IR_CS_ANUAL,0,ok
C3413685.xlsx,data/output/C3413685.xlsx,IR_CS_ANUAL,0,ok
C3413359.xlsx,data/output/C3413359.xlsx,IR_CS_ANUAL,0,ok
C3413542.xlsx,data/output/C3413542.xlsx,IR_CS_ANUAL,0,ok
C3413749.xlsx,data/output/C3413749.xlsx,IR_CS_ANUAL,0,ok
C3413418.xlsx,data/output/C3413418.xlsx,IR_CS_ANUAL,-193689.76,ok
C3414007.xlsx,data/output/C3414007.xlsx,IR_CS_ANUAL,1.8189894035458565e-12,ok
C3414274.xlsx,data/output/C3414274.xlsx,IR_CS_ANUAL,0,ok
C3413786.xlsx,data/output/C3413786.xlsx,IR_CS_ANUAL,0,ok
C3414338.xlsx,data/output/C3414338.xlsx,IR_CS_ANUAL,9.094947017729282e-13,ok
C3414440.xlsx,data/output/C3414440.xlsx,IR_CS_ANUAL,0,ok
C3414098.xlsx,data/output/C3414098.xlsx,IR_CS_ANUAL,0,ok
C3414545.xlsx,data/output/C3414545.xlsx,IR_CS_ANUAL,0,ok
C3414572.xlsx,data/output/C3414572.xlsx,IR_CS_ANUAL,0,ok
C3414677.xlsx,data/output/C3414677.xlsx,IR_CS_ANUAL,0,ok
C3415014.xlsx,data/output/C3415014.xlsx,IR_CS_ANUAL,0,ok
C3414806.xlsx,data/output/C3414806.xlsx,IR_CS_ANUAL,0,ok
C3414846.xlsx,data/output/C3414846.xlsx,IR_CS_ANUAL,0,ok
C3415129.xlsx,data/output/C3415129.xlsx,IR_CS_ANUAL,-9.094947017729282e-13,ok
C3415307.xlsx,data/output/C3415307.xlsx,IR_CS_ANUAL,0,ok
C3415338.xlsx,data/output/C3415338.xlsx,IR_CS_ANUAL,-6.366462912410498e-12,ok
C3415726.xlsx,data/output/C3415726.xlsx,IR_CS_ANUAL,1.8189894035458565e-12,ok
C3415633.xlsx,data/output/C3415633.xlsx,IR_CS_ANUAL,0,ok
C3415663.xlsx,data/output/C3415663.xlsx,IR_CS_ANUAL,0,ok
C3415763.xlsx,data/output/C3415763.xlsx,IR_CS_ANUAL,0,ok
C3415807.xlsx,data/output/C3415807.xlsx,IR_CS_ANUAL,0,ok
C3415747.xlsx,data/output/C3415747.xlsx,IR_CS_ANUAL,7.275957614183426e-12,ok
C3415957.xlsx,data/output/C3415957.xlsx,IR_CS_ANUAL,0,ok
C3416018.xlsx,data/output/C3416018.xlsx,IR_CS_ANUAL,-1.4551915228366852e-11,ok
C3416046.xlsx,data/output/C3416046.xlsx,IR_CS_ANUAL,-4.547473508864641e-12,ok
C3416116.xlsx,data/output/C3416116.xlsx,IR_CS_ANUAL,0,ok
C3416430.xlsx,data/output/C3416430.xlsx,IR_CS_ANUAL,0,ok
C3416080.xlsx,data/output/C3416080.xlsx,IR_CS_ANUAL,-3.637978807091713e-12,ok
C3416452.xlsx,data/output/C3416452.xlsx,IR_CS_ANUAL,-7.275957614183426e-12,ok
